MLSNumber,Address,Category,StreetNumber,StreetName,UnitNumber,CrossStreet,FloorNumber,City,State,Zip Code,County,MLSArea,Township,Subdivision,School District,Schools-Elementary,Schools-Middle,Schools-HighSchool,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,AssociationFee,AssociationFeeFrequency,Structure Type ,OriginatingMLS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523874,3815 Hutchison Rd,RES,3815,Hutchison,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,DUNLINDEN ACRES,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC517754,4864 Weatherhill Dr,RES,4864,Weatherhill,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,WEATHERHILL FARMS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC499872,4708 Old Capitol Trl,RES,4708,Old Capitol,,Kirkwood Hwy,1,Wilmington,DE,19808,NEWCASTLEDE,30903,,DELPARK MANOR,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505060,2218 Saint Francis St,RES,2218,Saint Francis,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,VILLAGE OF LINDELL,Red Clay Consolidated,Heritage,Stanton,John Dickinson,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523916,3240 Champions Dr,RES,3240,Champions,,Doral Dr,,Wilmington,DE,19808,NEWCASTLEDE,30903,,FAIRWAY FALLS,Red Clay Consolidated,Linden Hill,Skyline,John Dickinson,FeeSimple,No,No,Yes,$50 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523336,2408 Faulkland Rd,RES,2408,Faulkland,,Centerville Rd,,Wilmington,DE,19808,NEWCASTLEDE,30903,,FAULKLAND HEIGHTS,Red Clay Consolidated,Marbrook,Alexis I. Du Pont,Mckean,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510198,4622 Muggleton Rd,RES,4622,Muggleton,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE ACRES,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502980,4720 Weatherhill Dr,RES,4720,Weatherhill,,Stoney Batter Rd,1,Wilmington,DE,19808,NEWCASTLEDE,30903,,WEATHERHILL FARMS,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$150 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC500324,152 Steven Ln,RES,152,Steven,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS WEST,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC501922,2853 E Oakland Dr,RES,2853,Oakland,,Herbert,,Wilmington,DE,19808,NEWCASTLEDE,30903,,BRANDYWINE SPRINGS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC501074,3412 Pebble Beach Dr,RES,3412,Pebble Beach,,Doral Drive,1,Wilmington,DE,19808,NEWCASTLEDE,30903,,FAIRWAY FALLS,Red Clay Consolidated,Linden Hill,Skyline,John Dickinson,FeeSimple,No,No,Yes,$50 ,Annually,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502326,2395 Nicholby Dr,RES,2395,Nicholby,,Pickwick,,Wilmington,DE,19808,NEWCASTLEDE,30904,,LIMESTONE GARDENS,Red Clay Consolidated,Heritage,Stanton,John Dickinson,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524374,1809 Marshall Ave,RES,1809,Marshall,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,CRANSTON HEIGHTS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521594,3406 Pebble Beach Dr,RES,3406,Pebble Beach,,Doral,,Wilmington,DE,19808,NEWCASTLEDE,30903,,FAIRWAY FALLS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518582,3201-Unit Falcon Ln,RES,3201,Falcon,,,3,Wilmington,DE,19808,NEWCASTLEDE,30903,,STONEY BATTER,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$342 ,Monthly,Unit/Flat/Apartment,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518650,4728 Weatherhill Dr,RES,4728,Weatherhill,,Stoney Batter Rd,,Wilmington,DE,19808,NEWCASTLEDE,30903,,WEATHERHILL FARMS,Red Clay Consolidated,Linden Hill,Skyline,Dickinson,FeeSimple,No,No,Yes,$150 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC512722,2721 Bardell Dr,RES,2721,Bardell,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,SHERWOOD PARK II,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC512084,3712 Wild Cherry Ln,RES,3712,Wild Cherry,,,,Wilmington,DE,19808,NEWCASTLEDE,30906,,DUNCAN WOODS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511666,2410 Tapley Ln,RES,2410,Tapley,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE ACRES,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$155 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511004,32 Whitehall Cir,RES,32,Whitehall,,Verona Drive,,Wilmington,DE,19808,NEWCASTLEDE,30903,,KLAIR ESTATES,Red Clay Consolidated,Forest Oak,Stanton,John Dickinson,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC501862,2676 Whitman Dr,RES,2676,Whitman,,Heritage Farm Dr,,Wilmington,DE,19808,NEWCASTLEDE,30903,,HERITAGE PARK,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$25 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC498786,4747 Weatherhill Dr,RES,4747,Weatherhill,,Stoney Batter,,Wilmington,DE,19808,NEWCASTLEDE,30903,,WEATHERHILL FARMS,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$150 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC517190,2621 Skylark Rd,RES,2621,Skylark,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,BROOKMEADE II,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC512534,4771 Weatherhill Dr,RES,4771,Weatherhill,,Stoney Batter Road,,Wilmington,DE,19808,NEWCASTLEDE,30903,,WEATHERHILL FARMS,Red Clay Consolidated,Linden Hill,Skyline,Dickinson,FeeSimple,No,No,Yes,$150 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509920,2727 Newell Dr,RES,2727,Newell,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,FAULKLAND HEIGHTS,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$35 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511208,1603 London Ave,RES,1603,London,,,,Wilmington,DE,19808,NEWCASTLEDE,30906,,AVALON,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509770,2426 E Eric Dr,RES,2426,Eric,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,MAPLECREST,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505268,2616 Dean Dr,RES,2616,Dean,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,FAULKLAND HEIGHTS,Red Clay Consolidated,Marbrook,Dupont A,Mckean,FeeSimple,No,No,Yes,$25 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504370,2207 E Huntington Dr,RES,2207,Huntington,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,PINECREST,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504172,2410 Owen Dr,RES,2410,Owen,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,KIRKWOOD GARDENS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518736,1317 Chalet Dr,RES,1317,Chalet,,Jackson,,Wilmington,DE,19808,NEWCASTLEDE,30903,,MARSHALLTON HGTS,Red Clay Consolidated,Mote,Stanton,Mckean,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502990,2419 Hartley Pl,RES,2419,Hartley,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,MAPLECREST,Red Clay Consolidated,Heritage,Skyline,Mckean,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC520832,2450 W Eric Dr,RES,2450,Eric,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,MAPLECREST,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518054,2413 E Eric Dr,RES,2413,Eric,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,MAPLECREST,Red Clay Consolidated,Heritage,Skyline,Mckean,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507544,2402 E Eric Dr,RES,2402,Eric,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,MAPLECREST,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523178,2712 Bardell Dr,RES,2712,Bardell,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,SHERWOOD PARK II,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC522706,903 Bradley Dr,RES,903,Bradley,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,KIRKWOOD GARDENS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC522466,2203 Milltown Rd,RES,2203,Milltown,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,GRENDON FARMS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC503184,2438 Owen Dr,RES,2438,Owen,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,KIRKWOOD GARDENS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509278,2814 Bexley Ct,RES,2814,Bexley,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,SKYLINE CREST,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508528,2205 Fenton Dr,RES,2205,Fenton,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,FAULKLAND HEIGHTS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509890,2107 Elder Dr,RES,2107,Elder,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,ALBERTSON PARK,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC519792,2914 Mattahoon Rd,RES,2914,Mattahoon,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,ARUNDEL,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$100 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507850,2306 Frann Dr,RES,2306,Frann,,Tigani,,Wilmington,DE,19808,NEWCASTLEDE,30903,,TYBROOK,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC501244,58 Marta Dr,RES,58,Marta,,Carol,,Wilmington,DE,19808,NEWCASTLEDE,30903,,EASTBURN ACRES,Red Clay Consolidated,Forest Oak,Stanton,Dickinson,FeeSimple,No,No,Yes,$30 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC499874,11 Cornell Rd,RES,11,Cornell,,Duncan Road (or Milltown Rd),,Wilmington,DE,19808,NEWCASTLEDE,30903,,COOPER FARMS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523992,2509 Lindell Rd,RES,2509,Lindell,,Mason Ct,,Wilmington,DE,19808,NEWCASTLEDE,30903,,GRENDON FARMS,Red Clay Consolidated,Heritage,Skyline,Dickinson,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521572,2315 Spruce Ave,RES,2315,Spruce,,Milltown Road,,Wilmington,DE,19808,NEWCASTLEDE,30903,,CEDARS,Red Clay Consolidated,Heritage,Skyline,Mckean,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521126,132 Attic Ct,RES,132,Attic,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS WEST,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$275 ,Annually,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC519780,4852 Weatherhill Dr,RES,4852,Weatherhill,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,WEATHERHILL FARMS,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$150 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC519702,2621 Sherwood Dr,RES,2621,Sherwood,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,SHERWOOD PARK I,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507654,3421 Pebble Beach Dr,RES,3421,Pebble Beach,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,FAIRWAY FALLS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507868,1810 School Ln,RES,1810,School,,Old Capital Trail,,Wilmington,DE,19808,NEWCASTLEDE,30903,,MARSHALLTON HGTS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC506164,132 Steven Ln,RES,132,Steven,,Limestone Road,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS,Red Clay Consolidated,Linden Hill,Skyline,John Dickinson,FeeSimple,No,No,Yes,$275 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504290,623 Cranhill Dr,RES,623,Cranhill,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,BROOKDALE FARMS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC503704,2461 Owen Dr,RES,2461,Owen,,Milltown Rd,,Wilmington,DE,19808,NEWCASTLEDE,30903,,KIRKWOOD GARDENS,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$25 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502098,4639 Griffin Dr,RES,4639,Griffin,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE ACRES,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510674,3014 Ridgevale Rd,RES,3014,Ridgevale,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,SKYLINE HILLS OF,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC512772,4805 Barker Rd,RES,4805,Barker,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,DELPARK MANOR,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510948,130 Steven Ln,RES,130,Steven,,Limestone Rd,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS WEST,Red Clay Consolidated,Linden Hill,Skyline,John Dickinson,FeeSimple,No,No,Yes,$275 ,Annually,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518896,2115 Oak St,RES,2115,Oak,,Old Capitol Trail,,Wilmington,DE,19808,NEWCASTLEDE,30903,,EASTBURN HEIGHTS,Red Clay Consolidated,Forest Oak,Stanton,John Dickinson,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521652,2106 Louisa Ave,RES,2106,Louisa,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,EASTBURN ACRES,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521392,2413 Alister Dr,RES,2413,Alister,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,FAULKLAND HEIGHTS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC512116,4818 Old Capitol Trl,RES,4818,Old Capitol,,ST. JAMES CHUR,,Wilmington,DE,19808,NEWCASTLEDE,30903,,NONE AVAILABLE,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511652,2208 Wyncote Dr,RES,2208,Wyncote,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,PINECREST,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511272,24 Whitehall Cir,RES,24,Whitehall,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,KLAIR ESTATES,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502628,2218 W Saint Joseph St,RES,2218,Saint Joseph,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,VILLAGE OF LINDELL,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$25 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC500054,5 E Kenmore Dr,RES,5,Kenmore,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,HYDE PARK,Red Clay Consolidated,Brandywine Springs School,Stanton,Mckean,FeeSimple,No,No,Yes,$25 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524096,1 Albertson Blvd,RES,1,Albertson,,Greenbank Road,,Wilmington,DE,19808,NEWCASTLEDE,30903,,ALBERTSON PARK,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523824,4836 Plum Run Ct,RES,4836,Plum Run,,Hogan,,Wilmington,DE,19808,NEWCASTLEDE,30903,,PLUM RUN,Red Clay Consolidated,Linden Hill,Skyline,Dickinson,FeeSimple,No,No,Yes,$55 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523226,3002 Charing Cross,RES,3002,Charing Cross,,Braken Ave,,Wilmington,DE,19808,NEWCASTLEDE,30903,,BERKSHIRE,Red Clay Consolidated,,,,FeeSimple,No,Yes,No,,,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518778,5303 Pinehurst Dr,RES,5303,Pinehurst,,Champion,,Wilmington,DE,19808,NEWCASTLEDE,30903,,FAIRWAY FALLS,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$50 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC517436,2009 Lynch Dr,RES,2009,Lynch,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,EASTBURN ACRES,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$20 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505656,1902 E Zabenko Dr,RES,1902,Zabenko,,,,Wilmington,DE,19808,NEWCASTLEDE,30906,,WOODMILL VILLAGE,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$30 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505228,4530 Shady Dr,RES,4530,Shady,,Hendry,,Wilmington,DE,19808,NEWCASTLEDE,30903,,KLAIR ESTATES,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505072,141 Steven Ln,RES,141,Steven,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS WEST,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$275 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504912,2008 Lynch Dr,RES,2008,Lynch,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,EASTBURN ACRES,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC500810,37 Whitehall Cir,RES,37,Whitehall,,Verona Dr,,Wilmington,DE,19808,NEWCASTLEDE,30903,,KLAIR ESTATES,Red Clay Consolidated,Forest Oak,Stanton,John Dickinson,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC517760,4657 Bailey Dr,RES,4657,Bailey,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE ACRES,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$155 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
