MLSNumber,Address,BuildingName,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,AssociationFee,AssociationFeeFrequency,Structure Type ,Acres,LotDimensions,LotDescription,FeeIncludes,Age,InteriorSqFt,Interior SqFt Source,AboveGradeSqFt,BelowGradeSqFt,PropertyCondition,Bedrooms,Baths,BathsFull,PartialBaths,Design,Style,NumberofStories,RoomCount,InteriorFeatures,Flooring,Central Air YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,ElectricalSystem,Water,Sewer,Fireplace YN,FireplaceCount,FireplaceFeatures,KitchenAppliancesFeatures,CookingFuel,Other Rooms,LaundryHookUps,Basement YN,BasementType,BasementDescription,BasementFootprintPct,BasementFinishedPct,Garage YN,GarageSpaces,GarageFeatures,Parking,ExteriorFeatures,ExteriorMaterial,Main Roof,Foundation,PorchDeck,SwimmingPoolType,OtherStructures
DENC510466,1009 Highland Ave,,FeeSimple,No,No,No,,,Detached,0.11,49.10 x 94.00,,,1940,1450,Assessor,1450,0,,3,2,2,,Two,Colonial,"Main,Upper1",,,,No,"MultiUnits,WholeHouseFan","Electric,NaturalGas",HotWater,NaturalGas,,Public,PublicSeptic,,0,,"Dryer - Gas, Oven/Range - Electric, Washer","Dryer - Gas, Oven/Range - Electric, Washer",,,Yes,Full,Full,,,Yes,2,,,,"AluminumSiding,VinylSiding",,,,,
DENC524506,10 Kristina Ct,,FeeSimple,No,No,No,,,End of Row/Townhouse,0.08,33.30 x 107.10,,,1985,1400,Assessor,1400,0,Good,3,3,2,1,Two,Traditional,"Lower1,Main,Upper1",,"CeilngFans,ChairRailings,ComboKitchenDining,KitchTableSpce,Pantry,MasterBaths,WoodFloors","Carpet,Hardwood,Laminated",Yes,CentralAC,Electric,HeatPumps,Electric,,Public,PublicSewer,No,0,,Stainless Steel Appliances,Stainless Steel Appliances,,BsmtLaundry,Yes,Full,Full,,,No,,,,,"AluminumSiding,Brick,VinylSiding",,,Decks,,
DENC523362,2406 Duncan Rd,NONE AVAILABLE,FeeSimple,No,No,No,,,Detached,0.17,80x107,,,1950,1075,Assessor,1075,0,,3,1,1,,One,RaisedRanch,Main,,,Hardwood,Yes,CentralAC,Electric,ForcedAir,Electric,,Public,PublicSewer,Yes,,Wood,,,,MainFlrLndry,No,,,,,No,,,,Sidewalks,Concrete,,,"Patios,Porches",,
DENC521672,2411 Hammond Pl,,FeeSimple,No,No,No,,,Detached,0.15,60.00 x 110.00,,,1957,925,Assessor,925,0,,3,1,1,,One,Rancher,Main,,,,Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,,0,,,,,,No,,,,,No,,,,,"AluminumSiding,VinylSiding",,,,,
DENC509908,2218 Alister Dr,,FeeSimple,No,No,No,,,Detached,0.15,60.00 x 110.00,,,1960,1025,Assessor,1025,0,,3,2,1,1,One,Rancher,"Lower1,Main",,,,Yes,CentralAC,NaturalGas,Central,NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,Yes,1,,,,"Asbestos,Brick,VinylSiding",,,,,
DENC520624,22 Ingrid Ct,,FeeSimple,No,No,No,,,End of Row/Townhouse,0.13,76.10 x 129.80,,,1984,1325,Assessor,1325,0,,3,3,2,1,Two,Other,Main,,,,Yes,CentralAC,Electric,"Central,ForcedAir",Electric,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,No,,,,,"AluminumSiding,VinylSiding",,,,,
DENC522354,2317 Katherine Ave,,FeeSimple,No,No,No,,,Detached,0.15,60.00 x 110.00,,,1952,1125,Assessor,1125,0,VeryGood,3,1,1,,One,Rancher,Main,,,,Yes,CentralAC,Electric,ForcedAir,Electric,,Public,PublicSewer,Yes,1,Electric,,,,,No,,,,,No,,ConcreteDriveway,ConcreteDriveway,,Frame,Shingle,,,,
DENC518048,4401 Sandy Dr,,FeeSimple,No,No,No,,,Detached,0.46,60.00 x 200.40,,,1959,2400,Assessor,1800,600,,3,2,1,1,One,Rancher,"Lower1,Main",,,,Yes,CentralAC,Oil,HotWater,Electric,,Public,PublicSewer,,0,,,,,BsmtLaundry,Yes,Full,Full,,,No,,,,,"Brick,Frame",,,,,
DENC513006,2408 Owen Dr,,FeeSimple,No,No,No,,,Detached,0.17,65.00 x 108.00,,,1957,1100,Estimated,1100,0,VeryGood,3,2,1,1,One,Rancher,Main,,Carpet,"Carpet,Hardwood,Vinyl",No,WindowUnits,Oil,BaseboardHotWater,Oil,,Public,PublicSewer,No,0,,"Dryer, Oven/Range - Electric, Refrigerator, Washer, Water Heater","Dryer, Oven/Range - Electric, Refrigerator, Washer, Water Heater",,MainFlrLndry,No,,,,,No,,AsphaltDriveway,AsphaltDriveway,Sidewalks,Other,Shingle,CrawlSpace,Patios,,
DENC508044,5901 Old Capitol Trl,,FeeSimple,No,No,No,,,Detached,0.58,100.00 x 259.80,,,1937,1700,Assessor,1700,0,,3,2,1,1,Three,CapeCod,Main,,,,Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,,1,,,,,,Yes,Partial,Partial,,,Yes,2,,,,"Brick,Frame,VinylSiding",Asphalt,,,,
DENC510684,3228 Brookline Rd,,FeeSimple,No,No,Yes,$75 ,Annually,Interior Row/Townhouse,0.05,16.00 x 125.00,,,1984,2036,Assessor,1700,336,,2,3,3,,Three,Traditional,"Main,Upper1",,,,Yes,CentralAC,Electric,HeatPumps,Electric,,Public,PublicSewer,,1,,,,,,Yes,Full,Full,,,No,,,,,Frame,,,,,
DENC520348,3205 Brookline Rd,,FeeSimple,No,No,Yes,$50 ,Annually,Interior Row/Townhouse,0.05,16.00 x 142.50,Culdesac,CommonAreaMaint,1984,1450,Assessor,1450,0,VeryGood,2,2,2,,Three,Other,"Lower1,Main,Upper1",6,"KitchenGalley,SpiralStairway","Carpet,CeramicTile,Laminated",Yes,CentralAC,Electric,HeatPumps,Electric,,Public,PublicSewer,Yes,1,Wood,"Built-In Microwave, Built-In Range, Dishwasher, Dryer - Electric, Washer - Front Loading","Built-In Microwave, Built-In Range, Dishwasher, Dryer - Electric, Washer - Front Loading",,UpprFlrLndry,Yes,Full,Full,,,Yes,1,AsphaltDriveway,AsphaltDriveway,,Frame,Shingle,,"Decks,Patios",,
DENC500064,2425 E Parris Dr,,FeeSimple,No,No,No,,,Detached,0.24,85.70 x 118.00,,,1964,2650,Estimated,1650,1000,VeryGood,4,2,1,1,One,Rancher,"Lower1,Main",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,"100AmpService,220Volts,CircuitBreakers",Public,PublicSewer,Yes,2,"BrickFirePl,Insert",,,,BsmtLaundry,Yes,Full,Full,75,75,Yes,2,,,,Brick,ArchitecturalShingle,"BrickMortar,ConcretePerimeter",Porches,,
DENC498974,2210 Alister Dr,NONE AVAILABLE,FeeSimple,No,No,No,,,Detached,0.15,,,,1960,1025,Assessor,1025,0,,3,1,1,0,One,Rancher,Main,,,,Yes,CentralAC,NaturalGas,ForcedAir,,CircuitBreakers,Public,PublicSewer,No,,,"Built-In Microwave, Built-In Range, Dishwasher, Refrigerator, Stainless Steel Appliances","Built-In Microwave, Built-In Range, Dishwasher, Refrigerator, Stainless Steel Appliances",,,Yes,"Full,InteriorAccess,SumpPump,Unfinished","Full,InteriorAccess,SumpPump,Unfinished",,,No,,,,Sidewalks,"AluminumSiding,Brick,VinylSiding",ArchitecturalShingle,Block,,,
DENC517252,4520 Hendry Ave,,FeeSimple,No,No,No,,,Detached,0.32,75.00 x 170.00,,,1956,2431,Assessor,1825,606,,3,2,2,,TwoandaHalf,SplitLevel,"Lower1,Main,Upper1",,,,Yes,CentralAC,Oil,ForcedAir,Electric,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,Yes,2,,,,"Asbestos,Brick",,,,,
DENC523606,3253 Champions Dr,,FeeSimple,No,No,Yes,$50 ,Annually,Interior Row/Townhouse,0.05,16.00 x 125.00,,"CommonAreaMaint,SnowRemoval",1985,1425,Assessor,1425,0,,2,3,2,1,Two,Contemporary,"Main,Upper1",,,"Carpet,Vinyl",Yes,CentralAC,Electric,HeatPumps,Electric,,Public,PublicSewer,,1,,,,,,Yes,Full,Full,,,Yes,1,,,,Other,Shingle,,,,
DENC522204,6 Sandybrae Ct,,Other,No,Yes,No,,,Interior Row/Townhouse,,0.00 x 0.00,,,1973,2200,Assessor,2200,0,,4,4,2,2,Three,Contemporary,"Lower1,Main,Upper1",,,,Yes,CentralAC,Electric,ForcedAir,Electric,,Public,PublicSewer,,0,,,,,"DryerInUnit,WasherInUnit",Yes,PartiallyFinished,PartiallyFinished,,,No,,,,,Frame,,,,,
DENC520338,4 Penndrew Ct,,FeeSimple,No,No,No,,,Detached,0.23,130.30 x 103.20,,,1960,2198,Assessor,1650,548,,3,2,1,1,One,Rancher,"Lower1,Main",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,1,,,,,,Yes,Full,Full,,,No,,,,,Brick,,,,,
DENC523950,4809 Weatherhill Dr,NONE AVAILABLE,FeeSimple,No,No,No,,,Interior Row/Townhouse,0.06,,,,1987,1826,Assessor,1476,350,,2,3,2,1,Two,Contemporary,"Main,Upper1",,,,Yes,CentralAC,Electric,Central,Electric,,Public,PublicSewer,,,,,,,,Yes,PartiallyFinished,PartiallyFinished,,,No,,,,StreetLights,"Block,Brick",,,,,
DENC518792,5545 Doral Dr,,FeeSimple,No,No,Yes,$50 ,Annually,Interior Row/Townhouse,0.11,24.30 x 196.30,,,1983,3310,Assessor,2500,810,Good,3,3,3,,TwoandaHalf,Colonial,"Main,Upper1,Upper2",,,,Yes,CentralAC,Central,HeatPumps,Electric,,Public,PublicSewer,Yes,1,,,,,,Yes,Full,Full,,,No,,,,,"Brick,Frame",,,,,
DENC518678,6018 Old Capitol Trl,NONE AVAILABLE,FeeSimple,No,No,No,,,Detached,0.32,,,,1950,1450,Estimated,1450,0,,3,1,1,,One,Rancher,Main,,,,No,None,Oil,90ForcedAir,Electric,,Public,PublicSewer,,,,,,,,Yes,Unfinished,Unfinished,,,Yes,2,,,Outbuildings,Brick,,,,,
DENC509076,2644 Drayton Dr,,FeeSimple,No,No,Yes,$20 ,Annually,Detached,0.22,60.10 x 141.50,,,1961,1725,Assessor,1725,0,,4,2,1,1,One,Rancher,Main,,,,Yes,CentralAC,Oil,ForcedAir,Electric,"200PlusAmpService,CircuitBreakers",Public,PublicSewer,Yes,1,GasPropane,"Built-In Range, Dishwasher, Disposal, Dryer, Microwave, Washer","Built-In Range, Dishwasher, Disposal, Dryer, Microwave, Washer",,,Yes,Full,Full,,,Yes,1,,,,"AluminumSiding,Asbestos,VinylSiding",,,,InGround,
DENC503958,2125 Elder Dr,,FeeSimple,No,No,No,,,Detached,0.17,60.00 x 110.10,,,1961,2080,Assessor,1600,480,Average,3,2,1,1,Two,Bilevel,"Lower1,Main,Upper1",,"Attic,Carpet,CeilngFans,KitchenEatIn","Carpet,Hardwood",Yes,CentralAC,NaturalGas,90ForcedAir,Electric,,Public,PublicSewer,No,0,,"Built-In Microwave, Cooktop, Dishwasher, Indoor Grill, Oven - Wall","Built-In Microwave, Cooktop, Dishwasher, Indoor Grill, Oven - Wall",,LowFlrLndry,Yes,"DaylightPartial,OutsideEntrance","DaylightPartial,OutsideEntrance",,,Yes,2,,,,VinylSiding,Shingle,,,,
DENC501174,3828 Katherine Ave,NONE AVAILABLE,FeeSimple,No,No,No,,,Detached,0.24,,,,1960,0,Estimated,0,0,,3,2,2,,One,Rancher,Main,,,,Yes,CentralAC,NaturalGas,Other,,CircuitBreakers,Public,PublicSewer,,,,,,,,No,,,,,No,,,,Sidewalks,VinylSiding,,,,,
DENC517408,4752 Weatherhill Dr,,FeeSimple,No,No,Yes,$150 ,Annually,Interior Row/Townhouse,0.04,18.00 x 107.40,,,1986,1600,Estimated,1600,0,,2,3,2,1,Three,Traditional,"Lower1,Main,Upper1",,,,Yes,CentralAC,"Electric,NaturalGas",HeatPumps,Electric,,Public,PublicSewer,Yes,1,,,,,UpprFlrLndry,Yes,FullyFinished,FullyFinished,,,No,,,,,"Brick,VinylSiding",,,,,
DENC505992,2619 Salem Dr,NONE AVAILABLE,FeeSimple,No,No,No,,,Detached,0.19,70 X 120,,,1966,2493,Assessor,1875,618,BelowAverage,3,2,1,1,One,Rancher,"Lower1,Main",7,"FloorPlanTraditional,KitchenEatIn","Carpet,Hardwood,Laminated",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Fuses,Public,PublicSewer,,,,"Built-In Range, Dryer, Refrigerator, Washer","Built-In Range, Dryer, Refrigerator, Washer",,BsmtLaundry,Yes,"Full,PartiallyFinished","Full,PartiallyFinished",,,Yes,1,,,Sidewalks,"Asbestos,Brick",ArchitecturalShingle,,Patios,,
DENC502848,4950 S Raintree Ct,NONE AVAILABLE,FeeSimple,No,No,Yes,$40 ,Annually,End of Row/Townhouse,0.11,,,"CommonAreaMaint,SnowRemoval",1976,0,Estimated,0,0,,3,2,1,1,Two,Traditional,"Main,Upper1",,,,Yes,CentralAC,Oil,90ForcedAir,,CircuitBreakers,Public,PublicSewer,No,,,,,,,Yes,"GarageAccess,OutsideEntrance","GarageAccess,OutsideEntrance",,,Yes,1,,,Other,"Brick,VinylSiding",,,"Porches,Roof,Screened",,
DENC517542,4432 Sandy Dr,,FeeSimple,No,No,No,,,Detached,0.15,62.80 x 105.00,Level,,1959,2270,Assessor,1700,570,,3,2,1,1,One,Rancher,"Lower1,Main",,"Attic,CeilngFans,EntryLevBedrm,KitchenEatIn,Pantry,TubShower,WindowTreatments,WoodFloors",,Yes,CentralAC,Oil,ForcedAir,Electric,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,No,,,,,Brick,,,,,
DENC512400,3225 Champions Dr,,FeeSimple,No,No,No,,,Interior Row/Townhouse,0.06,16.00 x 162.00,,,1986,2354,Assessor,1850,504,Excellent,2,3,2,1,Three,Colonial,"Lower1,Main,Upper1",,"BuiltIns,Carpet,CeilngFans,Skylights",,Yes,CentralAC,Electric,HeatPumps,Electric,"220Volts,CircuitBreakers",Public,PublicSewer,Yes,1,Wood,"Dishwasher, Disposal, Dryer - Electric, Microwave, Oven/Range - Electric, Refrigerator, Washer","Dishwasher, Disposal, Dryer - Electric, Microwave, Oven/Range - Electric, Refrigerator, Washer",,MainFlrLndry,Yes,"Full,WalkoutLevel","Full,WalkoutLevel",,,Yes,1,AsphaltDriveway,AsphaltDriveway,StreetLights,VinylSiding,Shingle,,"Decks,Patios",,
DENC508204,1111 Highland Ave,,FeeSimple,No,No,No,,,Detached,0.18,70.00 x 104.00,,,1977,1125,Assessor,1125,0,VeryGood,3,2,2,,One,Rancher,"Lower1,Main",,"Attic,CeilngFans,KitchenEatIn,StallShower,TubShower,WetDryBar",,Yes,CentralAC,Oil,ForcedAir,Electric,CircuitBreakers,Public,PublicSewer,Yes,1,Stone,"Dishwasher, Dryer, Oven/Range - Electric, Range Hood, Refrigerator, Washer, Water Heater","Dishwasher, Dryer, Oven/Range - Electric, Range Hood, Refrigerator, Washer, Water Heater",,MainFlrLndry,Yes,"Full,PartiallyFinished","Full,PartiallyFinished",,,Yes,1,,,StreetLights,"AluminumSiding,Stone",,,,,
DENC502158,1212 Lorrain Ave,,FeeSimple,No,No,No,,,Detached,0.14,50.00 x 125.00,,,1962,1425,Estimated,1125,300,,3,2,1,1,OneandaHalf,Rancher,"Lower1,Main,Upper1",,"Attic,Carpet,CedarClosets,CeilngFans,ChairRailings,EntryLevBedrm,FloorPlanTraditional,FormalSeparateDiningRoom,KitchenEatIn,Pantry,TubShower,WalkinClosets,WindowTreatments,WoodFloors","Carpet,Hardwood,Laminated,Vinyl",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,"110Volts,220Volts,CircuitBreakers",Public,PublicSewer,No,0,,"Built-In Range, Dryer, Microwave, Oven/Range - Electric, Refrigerator, Washer, Water Heater","Built-In Range, Dryer, Microwave, Oven/Range - Electric, Refrigerator, Washer, Water Heater",,BsmtLaundry,Yes,"Full,InteriorAccess,PartiallyFinished","Full,InteriorAccess,PartiallyFinished",,,No,,"AsphaltDriveway,Private","AsphaltDriveway,Private","ExteriorLighting,StreetLights",Brick,"ArchitecturalShingle,Pitched",,"Brick,Decks,Porches",,
DENC500764,2721 Westlock Dr,,FeeSimple,No,No,No,,,Detached,0.2,70.00 x 124.10,,,1959,2498,Assessor,1875,623,,4,2,2,,Two,SplitLevel,"Lower1,Main,Upper1",,"Carpet,CeilngFans",Carpet,Yes,"CeilingFans,CentralAC",Oil,HotWaterBaseboardElectric,Electric,CircuitBreakers,Public,PublicSewer,No,0,,"Dishwasher, Refrigerator, Stove","Dishwasher, Refrigerator, Stove",,,Yes,"Full,FullyFinished","Full,FullyFinished",,,Yes,1,ConcreteDriveway,ConcreteDriveway,,"Brick,VinylSiding",Asphalt,,,,
DENC508476,3424 Pebble Beach Dr,,FeeSimple,No,No,Yes,$50 ,Annually,Interior Row/Townhouse,0.07,24.00 x 125.00,"BackstoTrees,Culdesac",,1980,1825,Estimated,1575,250,Good,3,3,2,1,Three,Contemporary,"Lower1,Lower2,Main,Upper1",,"CeilngFans,Pantry,MasterBaths,RecessedLighting",,Yes,CentralAC,Oil,ForcedAir,Electric,,Public,PublicSewer,Yes,1,Wood,Stainless Steel Appliances,Stainless Steel Appliances,,"BsmtLaundry,UpprFlrLndry",Yes,"Full,FullyFinished,OutsideEntrance,WalkoutLevel","Full,FullyFinished,OutsideEntrance,WalkoutLevel",,,No,,Assigned,Assigned,,"AluminumSiding,Brick,VinylSiding",,,"Decks,Patios",,
DENC523874,3815 Hutchison Rd,,FeeSimple,No,No,No,,,Detached,0.24,90.00 x 157.90,,,1954,1500,Assessor,1500,0,Good,4,2,2,,Two,CapeCod,"Main,Upper1",,"Attic,CeilngFans,ChairRailings,DiningArea,EntryLevBedrm,WoodFloors","Carpet,Hardwood,TileBrick",Yes,CentralAC,Oil,"BaseboardHotWater,HotWater",Oil,,Public,PublicSewer,,0,,Stainless Steel Appliances,Stainless Steel Appliances,,MainFlrLndry,No,,,,,Yes,1,,,,"AluminumSiding,Brick,VinylSiding",,,Patios,,
DENC517754,4864 Weatherhill Dr,,FeeSimple,No,No,No,,,Interior Row/Townhouse,0.05,18.00 x 115.00,,,1988,1834,Assessor,1650,184,,2,3,2,1,Two,Colonial,"Main,Upper1",,,,Yes,CentralAC,Electric,HeatPumps,Electric,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,Yes,1,,,,"AluminumSiding,Brick,VinylSiding",,,,,
DENC499872,4708 Old Capitol Trl,,FeeSimple,No,No,No,,,Detached,0.23,70.00 x 145.30,,,1958,1698,Assessor,1425,273,Good,3,2,1,1,Three,SplitLevel,"Main,Upper1,Upper2",8,"CeilngFans,ComboDiningLiving,ComboKitchenDining,KitchenIsland,UpgradedCountertops","Carpet,Hardwood,TileBrick",No,"CeilingFans,WindowUnits",NaturalGas,HotWater,NaturalGas,200PlusAmpService,Public,PublicSewer,No,0,,"Dishwasher, Microwave, Oven/Range - Gas, Stove, Water Heater","Dishwasher, Microwave, Oven/Range - Gas, Stove, Water Heater",,BsmtLaundry,Yes,"Partial,PartiallyFinished","Partial,PartiallyFinished",,,Yes,1,,,,"AluminumSiding,Brick,VinylSiding",Shingle,,,,
DENC505060,2218 Saint Francis St,,FeeSimple,No,No,No,,,Detached,0.16,66.60 x 101.20,,,1985,1500,Assessor,1500,0,VeryGood,3,2,2,,One,Rancher,"Main,Upper1",,,"Carpet,CeramicTile,Laminated",Yes,CentralAC,Oil,"ForcedAir,HeatPumpElectricBackUp",Electric,"110Volts,220Volts,CircuitBreakers",Public,PublicSewer,No,0,,"Built-In Microwave, Dishwasher, Dryer - Front Loading, Refrigerator, Washer - Front Loading, Water Heater","Built-In Microwave, Dishwasher, Dryer - Front Loading, Refrigerator, Washer - Front Loading, Water Heater",,MainFlrLndry,No,,,,,No,,ConcreteDriveway,ConcreteDriveway,"Sidewalks,StreetLights",VinylSiding,"Pitched,Shingle",,Porches,,
DENC523916,3240 Champions Dr,,FeeSimple,No,No,Yes,$50 ,Annually,Interior Row/Townhouse,0.05,16.00 x 138.50,,,1985,1900,Assessor,1900,0,,2,3,3,,TwoandaHalf,Contemporary,"Lower1,Main,Upper1",6,"Carpet,DiningArea,FamRmOffKitchen,WoodFloors",Carpet,Yes,CentralAC,Electric,HeatPumps,Electric,CircuitBreakers,Public,PublicSewer,Yes,1,,Stainless Steel Appliances,Stainless Steel Appliances,,LowFlrLndry,Yes,Partial,Partial,,,No,,,,,Other,Shingle,,,,
DENC523336,2408 Faulkland Rd,,FeeSimple,No,No,No,,,Detached,0.15,60.00 x 110.00,,,1960,1000,Assessor,1000,0,,3,1,1,,One,Rancher,Main,,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,No,,,,,"Brick,VinylSiding",,,,,
DENC510198,4622 Muggleton Rd,NONE AVAILABLE,FeeSimple,No,No,No,,,Detached,0.19,,,,1961,1500,Estimated,1500,0,,3,2,1,1,One,Traditional,"Lower1,Main",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,,,,,,,Yes,"Full,PartiallyFinished","Full,PartiallyFinished",,,Yes,1,,,StreetLights,Brick,,,,,
DENC502980,4720 Weatherhill Dr,,FeeSimple,No,No,Yes,$150 ,Annually,Interior Row/Townhouse,0.05,18.20 x 114.20,"BackstoTrees,FrontYard,Landscaping,Level,Open,RearYard","CommonAreaMaint,SnowRemoval",1988,1475,Assessor,1475,0,,3,3,2,1,Two,Colonial,"Lower1,Main,Upper1",8,"Attic,BreakfastArea,Carpet,ComboDiningLiving,ComboKitchenDining,CrownMoldings,DiningArea,FloorPlanOpen,KitchenEatIn,Pantry,MasterBaths,RecessedLighting,Skylights,TubShower,UpgradedCountertops,WalkinClosets,WoodFloors","Carpet,CeramicTile,Hardwood,Laminated,Vinyl",Yes,CentralAC,Electric,HeatPumps,Electric,,Public,PublicSewer,No,0,,"Built-In Range, Dishwasher, Dryer - Electric, Dryer - Front Loading, Exhaust Fan, Icemaker, Oven - Self Cleaning, Oven/Range - Electric, Refrigerator, Stainless Steel Appliances, Washer, Water Heater","Built-In Range, Dishwasher, Dryer - Electric, Dryer - Front Loading, Exhaust Fan, Icemaker, Oven - Self Cleaning, Oven/Range - Electric, Refrigerator, Stainless Steel Appliances, Washer, Water Heater",,BsmtLaundry,Yes,"Full,FullyFinished,Heated,WalkoutLevel","Full,FullyFinished,Heated,WalkoutLevel",,,No,,PavedDriveway,PavedDriveway,StreetLights,"AluminumSiding,Brick,VinylSiding",,,"Decks,Patios",,
DENC500324,152 Steven Ln,,FeeSimple,No,No,No,,,End of Row/Townhouse,0.17,92.40 x 131.00,,,1993,2030,Assessor,1700,330,,3,2,1,1,Three,Traditional,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,90ForcedAir,Electric,,Public,PublicSewer,,1,,,,,,Yes,Full,Full,,,Yes,1,,,,"AluminumSiding,VinylSiding",,,,,
DENC501922,2853 E Oakland Dr,,FeeSimple,No,No,No,,,Detached,0.18,70.00 x 110.00,,,1966,2295,Assessor,1875,420,Average,3,3,2,1,Two,Colonial,"Main,Upper1",,,"Carpet,Hardwood,Vinyl",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,0,,,,,BsmtLaundry,Yes,Full,Full,,,Yes,1,,,Sidewalks,"Asbestos,Brick",ArchitecturalShingle,,,,
DENC501074,3412 Pebble Beach Dr,,FeeSimple,No,No,Yes,$50 ,Annually,End of Row/Townhouse,0.17,55.60 x 125.00,,,1978,2631,Assessor,1975,656,VeryGood,4,2,2,,Three,Traditional,"Lower1,Lower2,Main",10,"FloorPlanOpen,MasterBaths,WalkinClosets",Laminated,Yes,CentralAC,Oil,ForcedAir,Electric,CircuitBreakers,Public,PublicSewer,Yes,1,Stone,"Built-In Range, Dishwasher, Oven - Single, Oven/Range - Electric, Refrigerator","Built-In Range, Dishwasher, Oven - Single, Oven/Range - Electric, Refrigerator",,LowFlrLndry,Yes,"DaylightPartial,Full,FullyFinished,OutsideEntrance,WalkoutLevel,Windows,Workshop","DaylightPartial,Full,FullyFinished,OutsideEntrance,WalkoutLevel,Windows,Workshop",,,No,,Assigned,Assigned,,"AluminumSiding,Brick,VinylSiding",Shingle,,,,
DENC502326,2395 Nicholby Dr,,FeeSimple,No,No,No,,,Detached,0.29,123.90 x 100.00,"Corner,RearYard,SideYards",,1956,2022,Assessor,1450,572,,3,2,1,1,Two,Other,Main,,"Carpet,ComboDiningLiving,DiningArea,WindowTreatments",,Yes,"CentralAC,HeatPumps",Oil,HotWater,"Electric,Oil","150Amps,Fuses","Filter,HoldingTank",StandardTrenchApproved,,0,,"Cooktop, Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer","Cooktop, Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer",,,Yes,Partial,Partial,,,Yes,1,PavedDriveway,PavedDriveway,,"Brick,Frame,VinylSiding",,,"Porches,Roof",,
DENC524374,1809 Marshall Ave,,FeeSimple,No,No,No,,,Detached,0.17,50.00 x 150.00,,,1940,1400,Assessor,1400,0,,3,2,1,1,Two,Colonial,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,,0,,,,,,Yes,Partial,Partial,,,No,,,,,"AluminumSiding,VinylSiding",,,,,
DENC521594,3406 Pebble Beach Dr,,FeeSimple,No,No,No,,,Interior Row/Townhouse,0.07,24.00 x 125.00,,,1978,1475,Assessor,1475,0,Excellent,3,2,1,1,Three,Colonial,"Lower1,Main,Upper1",9,"Carpet,FloorPlanOpen,KitchenEatIn","Carpet,CeramicTile,Hardwood",Yes,CentralAC,Oil,ForcedAir,Electric,CircuitBreakers,Public,PublicSewer,Yes,1,,"Cooktop - Down Draft, Dishwasher, Disposal, Dryer, Oven - Self Cleaning, Oven/Range - Electric, Refrigerator, Surface Unit, Washer","Cooktop - Down Draft, Dishwasher, Disposal, Dryer, Oven - Self Cleaning, Oven/Range - Electric, Refrigerator, Surface Unit, Washer",,LowFlrLndry,Yes,"Full,PartiallyFinished","Full,PartiallyFinished",,,No,,"AsphaltDriveway,Assigned","AsphaltDriveway,Assigned",,"AluminumSiding,Brick,VinylSiding",Shingle,,"Decks,Patios",,
DENC518582,3201-Unit Falcon Ln,,FeeSimple,No,No,Yes,$342 ,Monthly,Unit/Flat/Apartment,0,0.00 x 0.00,,"CommonAreaMaint,Insurance,LawnMaintenance,Management,ReserveFunds,Sewer,SnowRemoval,Trash,Water",1987,0,Assessor,0,0,,2,2,2,,One,Traditional,Main,,"Carpet,ComboDiningLiving,KitchenEatIn,Pantry,StallShower,WalkinClosets",,Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,,Public,PublicSewer,No,0,,"Built-In Microwave, Built-In Range, Dishwasher, Disposal, Dryer, Dryer - Electric, Exhaust Fan, Oven - Self Cleaning, Oven/Range - Electric, Washer, Water Heater","Built-In Microwave, Built-In Range, Dishwasher, Disposal, Dryer, Dryer - Electric, Exhaust Fan, Oven - Self Cleaning, Oven/Range - Electric, Washer, Water Heater",,,No,,,,,No,,,,,"Brick,Frame","Asphalt,Shingle",,,,
