MLSNumber,Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,NumberofStories,Central_Air_YN,Water,Basement_YN,Garage_YN,ExteriorMaterial,YearBuilt
DENC511652,269900.0,19808,PINECREST,Red Clay Consolidated,No,Detached,0.16,1850.0,1550.0,300.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,"Brick,Stone",1960
DENC511272,269900.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.21,1450.0,1450.0,0.0,3.0,2.0,Main,Yes,Public,Yes,Yes,"Brick,Frame",1963
DENC502628,265000.0,19808,VILLAGE OF LINDELL,Red Clay Consolidated,Yes,Detached,0.19,1850.0,1850.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1984
DENC524096,254900.0,19808,ALBERTSON PARK,Red Clay Consolidated,No,Detached,0.2,2314.0,1218.0,1096.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,Brick,1961
DENC523824,265000.0,19808,PLUM RUN,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.08,2491.0,2075.0,416.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1981
DENC523226,254900.0,19808,BERKSHIRE,Red Clay Consolidated,No,End of Row/Townhouse,0.0,0.0,0.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,No,Yes,"AluminumSiding,Brick,VinylSiding",1990
DENC518778,279900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,2975.0,2450.0,525.0,3.0,3.0,"Lower1,Main,Upper1,Upper2",Yes,Public,Yes,Yes,"Brick,Frame",1981
DENC517436,259900.0,19808,EASTBURN ACRES,Red Clay Consolidated,Yes,Detached,0.17,1925.0,1311.0,614.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,"AluminumSiding,Brick",1960
DENC505656,265000.0,19808,WOODMILL VILLAGE,Red Clay Consolidated,Yes,Detached,0.18,1650.0,1650.0,0.0,3.0,3.0,"Main,Upper1",Yes,Private,No,Yes,"AluminumSiding,VinylSiding",1987
DENC505228,275000.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.23,2904.0,1450.0,1454.0,3.0,2.0,Main,Yes,Public,Yes,Yes,"AluminumSiding,Concrete",1954
DENC504912,270000.0,19808,EASTBURN ACRES,Red Clay Consolidated,No,Detached,0.2,2539.0,1925.0,614.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1960
DENC500810,264900.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.2,2508.0,2125.0,383.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Stucco,VinylSiding",1956
DENC517760,250000.0,19808,LIMESTONE ACRES,Red Clay Consolidated,Yes,Detached,0.38,1184.0,1184.0,0.0,3.0,1.0,Main,Yes,Public,Yes,No,Brick,1953
DENC523028,265000.0,19808,KIRKWOOD GARDENS,Red Clay Consolidated,No,Detached,0.2,1250.0,1250.0,0.0,3.0,2.0,Main,Yes,Public,No,No,VinylSiding,1956
DENC516974,272500.0,19808,EASTBURN ACRES,Red Clay Consolidated,No,Detached,0.2,2269.0,1700.0,569.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,Brick,1960
DENC520688,260000.0,19808,COOPER FARMS,Red Clay Consolidated,No,Detached,0.25,1425.0,1425.0,0.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1953
DENC518402,274900.0,19808,EASTBURN ACRES,Red Clay Consolidated,No,Detached,0.17,2539.0,1925.0,614.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,Asbestos,1960
DENC517478,260000.0,19808,PINECREST,Red Clay Consolidated,No,Detached,0.16,1850.0,1550.0,300.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,"Asbestos,Brick,Stone",1960
DENC504088,279000.0,19808,DELPARK MANOR,Red Clay Consolidated,No,Detached,0.16,1675.0,1675.0,0.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,Tile,VinylSiding",1957
DENC502162,274900.0,19808,MAPLECREST,Red Clay Consolidated,No,Detached,0.16,2450.0,1250.0,1200.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,"Brick,VinylSiding",1963
DENC518502,275000.0,19808,DELPARK MANOR,Red Clay Consolidated,No,Detached,0.23,1698.0,1425.0,273.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1957
DENC503514,282000.0,19808,PLUM RUN,Red Clay Consolidated,No,End of Row/Townhouse,0.1,2400.0,1718.0,682.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,Brick,1975
DENC505550,287000.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,1850.0,1850.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1993
DENC502730,279900.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,End of Row/Townhouse,0.1,1700.0,1700.0,0.0,3.0,3.0,"Lower1,Upper2",Yes,Public,No,Yes,"AluminumSiding,Brick",1993
DENC523610,259900.0,19808,CAPITAL TR FMS,Red Clay Consolidated,No,Detached,0.16,1856.0,1325.0,531.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick",1956
DENC506182,279000.0,19808,ENGLISH CREEK,Red Clay Consolidated,No,Detached,0.15,1800.0,1800.0,0.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1992
DENC522770,300000.0,19808,BERKSHIRE LIMESTON,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.0,2330.0,1290.0,1040.0,3.0,3.0,"Lower1,Main",Yes,Public,Yes,Yes,"Brick,VinylSiding",1993
DENC512964,279000.0,19808,LIMESTONE ACRES,Red Clay Consolidated,Yes,Detached,0.31,1678.0,1678.0,0.0,4.0,2.0,"Main,Upper1",No,Public,Yes,Yes,"Brick,VinylSiding",1953
DENC510870,274900.0,19808,MEADOWOOD,Red Clay Consolidated,No,Detached,0.46,1925.0,1450.0,475.0,3.0,3.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1960
DENC504250,269999.0,19808,VILLAGE OF LINDELL,Red Clay Consolidated,No,Detached,0.15,1750.0,1750.0,0.0,3.0,3.0,Main,Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1986
DENC502846,279900.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1750.0,1550.0,200.0,2.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1994
DENC519984,259500.0,19808,COOPER FARMS,Red Clay Consolidated,No,Detached,0.32,1300.0,1300.0,0.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1950
DENC517904,277000.0,19808,DELPARK MANOR,Red Clay Consolidated,No,Detached,0.15,2221.0,1675.0,546.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1958
DENC524594,289900.0,19808,VILLAGE OF LINDELL,Red Clay Consolidated,No,Detached,0.37,1175.0,1175.0,0.0,3.0,1.0,Main,Yes,Public,No,Yes,AluminumSiding,1982
DENC511076,284900.0,19808,WOODMILL VILLAGE,Red Clay Consolidated,No,Detached,0.15,1725.0,1725.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,No,Yes,"AluminumSiding,VinylSiding",1987
DENC505436,294900.0,19808,HERITAGE PARK,Red Clay Consolidated,No,Detached,0.16,2664.0,2000.0,664.0,4.0,2.0,"Lower1,Main,Upper1",No,Public,Yes,No,"Brick,VinylSiding",1964
DENC524090,270000.0,19808,FAULKLAND HEIGHTS,Red Clay Consolidated,No,Detached,0.15,1548.0,1300.0,248.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,"Asbestos,Brick",1960
DENC523110,264900.0,19808,BROOKMEADE,Red Clay Consolidated,No,Detached,0.3,1850.0,1850.0,0.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,"Asbestos,Brick",1972
DENC522916,275000.0,19808,SHERIDAN SQUARE,Red Clay Consolidated,No,Detached,0.18,2235.0,1675.0,560.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1962
DENC518266,300000.0,19808,FAULKLAND HEIGHTS,Red Clay Consolidated,Yes,Detached,0.17,1500.0,950.0,550.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1960
DENC517110,269900.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.38,2400.0,1200.0,1200.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1954
DENC511138,282900.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,2030.0,1700.0,330.0,2.0,3.0,"Lower1,Main,Upper1",Yes,Public,No,Yes,"Brick,VinylSiding",1993
DENC505628,289900.0,19808,THE PINES,Red Clay Consolidated,No,Detached,0.3,3255.0,2325.0,930.0,4.0,2.0,Main,Yes,Public,Yes,Yes,"Asbestos,Brick",1973
DENC499182,289900.0,19808,PLUM RUN,Red Clay Consolidated,Yes,End of Row/Townhouse,0.11,2939.0,2075.0,864.0,4.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Stone,VinylSiding",1975
DENC505202,290000.0,19808,SHERIDAN SQUARE,Red Clay Consolidated,No,Detached,0.24,1797.0,1198.0,599.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,BrickFront,1962
DENC512366,289000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,End of Row/Townhouse,0.16,2802.0,2100.0,702.0,3.0,3.0,"Lower1,Main",No,Public,Yes,Yes,"Block,Brick,Frame,Masonry,StickBuilt,VinylSiding",1983
DENC512294,284000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,End of Row/Townhouse,0.14,2450.0,2450.0,0.0,3.0,3.0,Main,Yes,Public,Yes,No,Frame,1982
DENC505732,279900.0,19808,VILLAGE OF LINDELL,Red Clay Consolidated,No,Detached,0.23,1625.0,1625.0,0.0,4.0,2.0,"Main,Upper1",Yes,Public,No,Yes,VinylSiding,1984
DENC524416,285000.0,19808,MONTCLARE,Red Clay Consolidated,No,Detached,0.19,2493.0,1875.0,618.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1966
DENC517144,305000.0,19808,CROSSGATES,Red Clay Consolidated,No,Detached,0.2,2330.0,1750.0,580.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1967
DENC519976,285000.0,19808,PINECREST,Red Clay Consolidated,No,Detached,0.2,2837.0,2125.0,712.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,"Brick,Frame,Stone,VinylSiding",1960
DENC518648,279000.0,19808,PLUM RUN,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1475.0,1475.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,No,"Brick,VinylSiding",1980
DENC517224,289000.0,19808,VILLAGE OF LINDELL,Red Clay Consolidated,No,Detached,0.15,1850.0,1850.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,No,Yes,VinylSiding,1985
DENC510956,277000.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,1850.0,1850.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1993
DENC507596,289000.0,19808,HERITAGE PARK,Red Clay Consolidated,Yes,Detached,0.17,2664.0,2000.0,664.0,4.0,2.0,"Lower1,Lower2,Main",Yes,Public,Yes,Yes,"Brick,CopperPlumbing,MixedPlumbing,VinylSiding",1965
DENC506354,300000.0,19808,ARUNDEL,Red Clay Consolidated,No,Detached,0.24,1875.0,1875.0,0.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Asbestos,Brick",1969
DENC507960,289900.0,19808,SHERWOOD PARK II,Red Clay Consolidated,Yes,Detached,0.19,1875.0,1875.0,0.0,4.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick",1959
DENC506106,285500.0,19808,LIMESTONE ACRES,Red Clay Consolidated,No,Detached,0.2,1964.0,1600.0,364.0,4.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"Asbestos,BrickFront",1961
DENC517092,299900.0,19808,NORTH POINTE,Red Clay Consolidated,No,Interior Row/Townhouse,0.06,1550.0,1550.0,0.0,2.0,4.0,Main,Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1994
DENC506082,289000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,End of Row/Townhouse,0.17,3463.0,2575.0,888.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"Brick,Frame",1984
DENC503140,279000.0,19808,BROOKMEADE,Red Clay Consolidated,No,Detached,0.24,1850.0,1850.0,0.0,3.0,2.0,Main,Yes,Public,Yes,Yes,Brick,1967
DENC518576,292500.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,2800.0,2000.0,800.0,2.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,VinylSiding,1993
DENC509652,299900.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1550.0,1550.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1993
DENC505574,285000.0,19808,SHERWOOD ADDITION,Red Clay Consolidated,No,Detached,0.17,2382.0,1700.0,682.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1973
DENC519422,289900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,2925.0,2400.0,525.0,3.0,3.0,"Lower1,Main,Upper1,Upper2",Yes,Public,Yes,Yes,VinylSiding,1981
DENC2000008,300000.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,2152.0,1800.0,352.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1992
DENC519006,274900.0,19808,HERITAGE PARK,Red Clay Consolidated,No,Detached,0.18,2664.0,2000.0,664.0,4.0,2.0,"Lower1,Lower2,Main,Upper1",No,Public,Yes,Yes,"Asbestos,Brick",1963
DENC518928,315000.0,19808,PLUM RUN,Red Clay Consolidated,Yes,End of Row/Townhouse,0.11,2424.0,2050.0,374.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1983
DENC517832,310000.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1600.0,1600.0,0.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1993
DENC516870,295000.0,19808,NORTH POINTE,Red Clay Consolidated,No,End of Row/Townhouse,0.15,2479.0,2050.0,429.0,2.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,VinylSiding,1993
DENC510592,279000.0,19808,SHERWOOD PARK II,Red Clay Consolidated,Yes,Detached,0.19,2498.0,1875.0,623.0,3.0,2.0,"Lower1,Main,Upper1,Upper2",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1958
DENC507962,295000.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,2430.0,1600.0,830.0,2.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,VinylSiding,1996
DENC503838,274900.0,19808,SHERWOOD PARK II,Red Clay Consolidated,No,Detached,0.27,2498.0,1875.0,623.0,4.0,2.0,"Lower1,Main,Upper1",No,Public,Yes,Yes,"Brick,Frame",1959
DENC501818,289000.0,19808,EASTBURN ACRES,Red Clay Consolidated,Yes,Detached,0.16,2179.0,1675.0,504.0,4.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Asbestos,1960
DENC499496,309000.0,19808,HERITAGE PARK,Red Clay Consolidated,Yes,Detached,0.28,2864.0,2150.0,714.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,Frame",1963
DENC512908,299999.0,19808,EASTBURN ACRES,Red Clay Consolidated,No,Detached,0.29,2179.0,1675.0,504.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1960
DENC524400,280000.0,19808,SHERIDAN SQUARE,Red Clay Consolidated,No,Detached,0.29,1275.0,1275.0,0.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1963
DENC512998,297000.0,19808,DELPARK MANOR,Red Clay Consolidated,No,Detached,0.19,2673.0,1975.0,698.0,4.0,3.0,Main,No,Public,Yes,No,"Brick,Frame",1958
DENC506428,297500.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1550.0,1550.0,0.0,2.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1996
DENC502800,295000.0,19808,CASTLESHIRE,Red Clay Consolidated,Yes,End of Row/Townhouse,0.14,2400.0,2400.0,0.0,2.0,3.0,"Lower1,Main,Upper1,Upper2",Yes,Public,Yes,Yes,"Frame,Stone",1986
DENC521390,289900.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.11,1550.0,1550.0,0.0,2.0,3.0,"Main,Upper1",Yes,Public,Yes,No,"Brick,VinylSiding",1993
DENC513252,299000.0,19808,DELPARK MANOR,Red Clay Consolidated,No,Detached,0.22,1698.0,1425.0,273.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,Combination,1958
DENC507704,299900.0,19808,HERITAGE PARK,Red Clay Consolidated,No,Detached,0.19,2664.0,2000.0,664.0,4.0,2.0,"Lower1,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1963
DENC500974,299900.0,19808,DUNCAN WOODS,Red Clay Consolidated,No,Detached,0.15,1702.0,1702.0,0.0,4.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1979
DENC525138,299900.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.19,2325.0,1825.0,500.0,3.0,2.0,"Lower1,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1955
DENC524362,289500.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,2550.0,2550.0,0.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"Brick,Frame",1982
DENC521710,299900.0,19808,DUNCAN WOODS,Red Clay Consolidated,No,Detached,0.22,2858.0,2000.0,858.0,3.0,3.0,Main,Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1978
DENC517082,279900.0,19808,WOODMILL VILLAGE,Red Clay Consolidated,No,Detached,0.2,0.0,0.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,No,Yes,"AluminumSiding,VinylSiding",1987
DENC512102,315000.0,19808,SHERWOOD PARK II,Red Clay Consolidated,Yes,Detached,0.21,1874.0,1575.0,299.0,3.0,2.0,"Lower1,Main,Upper1",No,Public,Yes,Yes,"Brick,Frame",1959
DENC509098,299789.0,19808,EASTBURN ACRES,Red Clay Consolidated,No,Detached,0.42,2897.0,2325.0,572.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,No,Yes,Brick,1960
DENC510764,289900.0,19808,EASTBURN ACRES,Red Clay Consolidated,No,Detached,0.5,1832.0,1525.0,307.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,Brick,1962
DENC507634,279900.0,19808,PINECREST,Red Clay Consolidated,No,Detached,0.16,2229.0,1675.0,554.0,4.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Stone,VinylSiding",1960
DENC506536,310000.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,End of Row/Townhouse,0.12,1625.0,1625.0,0.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,VinylSiding",1995
DENC504522,305000.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1700.0,1700.0,0.0,2.0,3.0,"Main,Upper1",Yes,Public,No,Yes,Brick,1994
DENC502788,289900.0,19808,MONTCLARE,Red Clay Consolidated,No,Detached,0.25,3272.0,2400.0,872.0,3.0,3.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1968
DENC502940,295000.0,19808,LIMESTONE GARDENS,Red Clay Consolidated,No,Detached,0.23,2022.0,1450.0,572.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1957
DENC521810,305000.0,19808,EASTBURN ACRES,Red Clay Consolidated,No,Detached,0.27,2844.0,2275.0,569.0,3.0,2.0,Main,Yes,Public,Yes,Yes,Brick,1960
DENC520754,275000.0,19808,VILLAGE OF PLUM RU,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.08,2759.0,2300.0,459.0,3.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Frame,Stone",1976
DENC497766,304900.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,2353.0,1950.0,403.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1996
DENC523044,305000.0,19808,LIMESTONE GARDENS,Red Clay Consolidated,No,Detached,0.22,2022.0,1450.0,572.0,3.0,2.0,"Lower1,Main,Upper1",No,Public,Yes,Yes,"Brick,Frame",1956
DENC522776,305000.0,19808,HERITAGE PARK,Red Clay Consolidated,Yes,Detached,0.16,2664.0,2000.0,664.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"Brick,Frame",1963
DENC519188,305000.0,19808,LIMESTONE GARDENS,Red Clay Consolidated,No,Detached,0.25,1601.0,1325.0,276.0,4.0,2.0,Main,Yes,Public,Yes,Yes,"Brick,Frame",1958
DENC517978,294900.0,19808,HIGHLAND WEST,Red Clay Consolidated,Yes,Detached,0.23,1425.0,1425.0,0.0,3.0,2.0,Main,Yes,Public,Yes,Yes,"BrickFront,VinylSiding",1965
DENC508818,285000.0,19808,BRANDYWINE SPRINGS,Red Clay Consolidated,No,Detached,0.28,1749.0,1375.0,374.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1960
DENC507304,289900.0,19808,HYDE PARK,Red Clay Consolidated,No,Detached,0.34,2256.0,1522.0,734.0,3.0,3.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1955
DENC511574,294900.0,19808,WOODMILL VILLAGE,Red Clay Consolidated,No,Detached,0.33,3300.0,2365.0,935.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,VinylSiding",1988
DENC500210,295000.0,19808,HERITAGE PARK,Red Clay Consolidated,No,Detached,0.31,1975.0,1975.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1963
DENC511328,315000.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,No,End of Row/Townhouse,0.24,2534.0,2100.0,434.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1994
DENC518708,305900.0,19808,VILLAGE OF LINDELL,Red Clay Consolidated,Yes,Detached,0.21,1800.0,1800.0,0.0,4.0,2.0,"Main,Upper1",Yes,Public,No,Yes,"Stone,VinylSiding",1985
DENC496572,313000.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,End of Row/Townhouse,0.18,2460.0,2050.0,410.0,3.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1994
DENC523842,294900.0,19808,SHERIDAN SQUARE,Red Clay Consolidated,Yes,Detached,0.18,2235.0,1675.0,560.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1963
DENC507774,309000.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.08,3050.0,1650.0,1400.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1995
DENC518296,289900.0,19808,ENGLISH CREEK,Red Clay Consolidated,No,Detached,0.17,2000.0,2000.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1992
DENC511730,324900.0,19808,LIMESTONE ACRES,Red Clay Consolidated,No,Detached,0.31,3240.0,2600.0,640.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Brick,Frame",1958
DENC509676,310000.0,19808,HERITAGE PARK,Red Clay Consolidated,Yes,Detached,0.22,2400.0,2000.0,400.0,4.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1963
DENC507104,310000.0,19808,DELPARK MANOR,Red Clay Consolidated,No,Detached,0.17,1698.0,1425.0,273.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1957
DENC506254,285000.0,19808,DELPARK MANOR,Red Clay Consolidated,No,Detached,0.16,1698.0,1425.0,273.0,3.0,2.0,"Main,Upper3",Yes,Public,Yes,No,"AluminumSiding,Brick",1957
DENC503780,309900.0,19808,ARUNDEL,Red Clay Consolidated,Yes,Detached,0.18,2075.0,2075.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Asbestos,Brick",1969
DENC502518,290850.0,19808,HERITAGE PARK,Red Clay Consolidated,No,Detached,0.16,1775.0,1775.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,Brick,1963
DENC518548,319900.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,No,Interior Row/Townhouse,0.07,2177.0,1825.0,352.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1992
DENC509800,339900.0,19808,MONTCLARE,Red Clay Consolidated,No,Detached,0.19,2700.0,2025.0,675.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,"Asbestos,Brick",1965
DENC501278,300000.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.08,2000.0,2000.0,0.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1995
DENC511232,325000.0,19808,ALBERTSON PARK,Red Clay Consolidated,No,Detached,0.17,2121.0,1875.0,246.0,4.0,2.0,Main,Yes,Public,Yes,Yes,"Asbestos,Brick",1964
DENC507480,315000.0,19808,TRUITT FARM,Red Clay Consolidated,Yes,Detached,0.17,1725.0,1725.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1986
DENC507498,290000.0,19808,SHERWOOD PARK I,Red Clay Consolidated,Yes,Detached,0.23,1825.0,1825.0,0.0,4.0,2.0,"Lower1,Upper1,Upper2",Yes,Public,Yes,No,"Brick,VinylSiding",1956
