MLSNumber,Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,Age,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,BathsFull,Design,Style,NumberofStories,Central_Air_YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,Water,Sewer,Basement_YN,Garage_YN,ExteriorMaterial,LotFrontage,LotDepth,LotSqFt,LotAcres,YearBuilt
DENC521594,235000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,No,Interior Row/Townhouse,0.07,1978.0,1475.0,1475.0,0.0,3.0,2.0,1.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",24.0,125.0,3049,0.07,1978
DENC518582,265900.0,19808,STONEY BATTER,Red Clay Consolidated,Yes,Unit/Flat/Apartment,0.0,1987.0,0.0,0.0,0.0,2.0,2.0,2.0,One,Traditional,Main,Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,No,No,"Brick,Frame",0.0,0.0,0,0.0,1987
DENC518650,250000.0,19808,WEATHERHILL FARMS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1988.0,1450.0,1450.0,0.0,2.0,3.0,2.0,Two,Colonial,"Main,Upper1",No,HeatPumps,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,Yes,No,"Brick,VinylSiding",18.2,134.9,2614,0.06,1988
DENC512722,188000.0,19808,SHERWOOD PARK II,Red Clay Consolidated,No,Detached,0.27,1959.0,2498.0,1875.0,623.0,4.0,2.0,1.0,Four,SplitLevel,"Lower1,Lower2,Main,Upper1",No,WindowUnits,Oil,"HotWater,Radiant",Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick",70.0,170.0,11761,0.27,1959
DENC512084,274900.0,19808,DUNCAN WOODS,Red Clay Consolidated,No,Detached,0.15,1978.0,1150.0,1150.0,0.0,4.0,2.0,1.0,Two,CapeCod,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Frame",65.0,100.0,6534,0.15,1978
DENC511666,240000.0,19808,LIMESTONE ACRES,Red Clay Consolidated,Yes,Detached,0.25,1953.0,1725.0,1725.0,0.0,3.0,2.0,2.0,Two,Traditional,"Main,Upper1",No,WindowUnits,Oil,Radiator,Oil,Public,PublicSewer,Yes,Yes,Brick,78.2,135.3,10890,0.25,1953
DENC511004,250000.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.21,1957.0,1750.0,1162.0,588.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Brick,81.7,110.0,9148,0.21,1957
DENC501862,250000.0,19808,HERITAGE PARK,Red Clay Consolidated,Yes,Detached,0.2,1964.0,2664.0,2000.0,664.0,4.0,2.0,2.0,Two,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,Oil,HotWater,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",60.2,128.6,8712,0.2,1964
DENC498786,239999.0,19808,WEATHERHILL FARMS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1987.0,1475.0,1475.0,0.0,3.0,3.0,3.0,Two,Contemporary,"Lower1,Main,Upper1,Upper2",Yes,"CeilingFans,CentralAC",Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",18.8,117.5,2178,0.05,1987
DENC517190,279900.0,19808,BROOKMEADE II,Red Clay Consolidated,Yes,Detached,0.24,1966.0,0.0,0.0,0.0,3.0,3.0,2.0,Two,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,85.0,120.0,10454,0.24,1966
DENC512534,249900.0,19808,WEATHERHILL FARMS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1987.0,1834.0,1650.0,184.0,2.0,3.0,2.0,Three,Traditional,"Lower1,Main,Upper1,Upper2",Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSeptic,Yes,Yes,"BrickFront,VinylSiding",18.1,110.8,2178,0.05,1987
DENC509920,255000.0,19808,FAULKLAND HEIGHTS,Red Clay Consolidated,Yes,Detached,0.12,1960.0,1807.0,1375.0,432.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSeptic,Yes,No,"Brick,VinylSiding",57.6,110.9,5227,0.12,1960
DENC511208,239900.0,19808,AVALON,Red Clay Consolidated,No,Detached,0.08,1934.0,2000.0,2000.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,"CeilingFans,CentralAC",Electric,ForcedAir,Other,Public,PublicSewer,Yes,No,"AluminumSiding,VinylSiding",30.0,120.0,3485,0.08,1934
DENC509770,249000.0,19808,MAPLECREST,Red Clay Consolidated,No,Detached,0.15,1961.0,2716.0,2050.0,666.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSeptic,Yes,Yes,Brick,118.7,117.2,6534,0.15,1961
DENC505268,249900.0,19808,FAULKLAND HEIGHTS,Red Clay Consolidated,Yes,Detached,0.25,1960.0,1975.0,1500.0,475.0,3.0,1.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,VinylSiding",47.2,128.6,10890,0.25,1960
DENC504370,255000.0,19808,PINECREST,Red Clay Consolidated,No,Detached,0.2,1960.0,2131.0,1775.0,356.0,4.0,2.0,2.0,One,Rancher,"Lower1,Main",No,None,NaturalGas,HotWater,None,Public,PublicSewer,Yes,No,"Brick,Stone",59.5,122.4,8712,0.2,1960
DENC504172,265000.0,19808,KIRKWOOD GARDENS,Red Clay Consolidated,No,Detached,0.13,1956.0,1275.0,1275.0,0.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,No,No,"AluminumSiding,VinylSiding",65.0,108.0,5663,0.13,1956
DENC518736,249900.0,19808,MARSHALLTON HGTS,Red Clay Consolidated,No,Detached,0.15,1976.0,2300.0,2300.0,0.0,4.0,3.0,2.0,OneandaHalf,Bilevel,"Lower1,Main",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,"Brick,VinylSiding",67.0,97.1,6534,0.15,1976
DENC502990,274900.0,19808,MAPLECREST,Red Clay Consolidated,No,Detached,0.16,1961.0,1950.0,1275.0,675.0,3.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,Other,Public,PublicSewer,Yes,Yes,Brick,65.0,105.0,6970,0.16,1961
DENC520832,274900.0,19808,MAPLECREST,Red Clay Consolidated,No,Detached,0.18,1963.0,1225.0,1225.0,0.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Brick,84.2,89.8,7841,0.18,1963
DENC518054,259900.0,19808,MAPLECREST,Red Clay Consolidated,No,Detached,0.2,1961.0,2450.0,1850.0,600.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,None,Central,Electric,Public,PublicSewer,Yes,No,"Brick,VinylSiding",65.0,105.0,8712,0.2,1961
DENC507544,259900.0,19808,MAPLECREST,Red Clay Consolidated,No,Detached,0.18,1961.0,1275.0,1275.0,0.0,3.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NatGasAvail,HotWater,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",75.0,105.0,7841,0.18,1961
DENC523178,199900.0,19808,SHERWOOD PARK II,Red Clay Consolidated,No,Detached,0.19,1959.0,2050.0,2050.0,0.0,3.0,2.0,1.0,Two,SplitLevel,"Main,Upper1,Upper2",No,WindowUnits,Oil,BaseboardHotWater,Oil,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick",70.0,120.0,8276,0.19,1959
DENC522706,259900.0,19808,KIRKWOOD GARDENS,Red Clay Consolidated,No,Detached,0.17,1956.0,1075.0,1075.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,No,Yes,"AluminumSiding,VinylSiding",80.0,119.9,7405,0.17,1956
DENC522466,269900.0,19808,GRENDON FARMS,Red Clay Consolidated,No,Detached,0.33,1961.0,1675.0,1675.0,0.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,Oil,HotWater,Electric,Public,PublicSewer,Yes,Yes,"Asbestos,Brick",68.4,130.9,14374,0.33,1961
DENC503184,254900.0,19808,KIRKWOOD GARDENS,Red Clay Consolidated,No,Detached,0.18,1956.0,2625.0,1575.0,1050.0,3.0,2.0,1.0,Three,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,PropaneLeased,HeatPumpGasBackUp,Propane,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",60.0,139.4,7840,0.18,1956
DENC509278,250000.0,19808,SKYLINE CREST,Red Clay Consolidated,No,Detached,0.29,1966.0,1775.0,1775.0,0.0,3.0,3.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,BaseboardElectric,NaturalGas,Public,PublicSewer,Yes,Yes,"Asbestos,Brick",45.0,138.0,12632,0.29,1966
DENC508528,249900.0,19808,FAULKLAND HEIGHTS,Red Clay Consolidated,No,Detached,0.15,1960.0,1548.0,1300.0,248.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",60.0,110.0,6534,0.15,1960
DENC509890,255000.0,19808,ALBERTSON PARK,Red Clay Consolidated,No,Detached,0.15,1961.0,2221.0,1675.0,546.0,3.0,2.0,1.0,Two,RaisedRanch,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",60.0,110.0,6534,0.15,1961
DENC519792,260000.0,19808,ARUNDEL,Red Clay Consolidated,Yes,Detached,0.23,1970.0,1800.0,1800.0,0.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",70.0,125.0,10019,0.23,1970
DENC507850,259000.0,19808,TYBROOK,Red Clay Consolidated,No,Detached,0.2,1960.0,2270.0,1700.0,570.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,60.0,146.6,8712,0.2,1960
DENC523992,284900.0,19808,GRENDON FARMS,Red Clay Consolidated,No,Detached,0.32,1959.0,2697.0,1975.0,722.0,4.0,3.0,2.0,TwoandaHalf,SplitLevel,"Main,Upper1,Upper2,Upper3",Yes,CentralAC,Oil,"BaseboardHotWater,HotWater",Oil,Public,PublicSewer,Yes,No,"Brick,VinylSiding",70.3,196.8,13939,0.32,1960
DENC521572,314900.0,19808,CEDARS,Red Clay Consolidated,No,Detached,0.33,1994.0,1575.0,1575.0,0.0,3.0,3.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",56.0,252.0,14375,0.33,1994
DENC521126,260000.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,End of Row/Townhouse,0.13,1993.0,2150.0,1825.0,325.0,2.0,3.0,2.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,40.0,146.8,5663,0.13,1993
DENC519780,255000.0,19808,WEATHERHILL FARMS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1986.0,1475.0,1475.0,0.0,2.0,3.0,2.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",18.2,118.6,2178,0.05,1986
DENC519702,265000.0,19808,SHERWOOD PARK I,Red Clay Consolidated,No,Detached,0.23,1956.0,1825.0,1825.0,0.0,3.0,2.0,1.0,Four,SplitLevel,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,No,Yes,"Brick,VinylSiding",80.0,125.0,10019,0.23,1956
DENC507654,259900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,No,End of Row/Townhouse,0.11,1979.0,1550.0,1550.0,0.0,3.0,2.0,1.0,Two,Traditional,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",38.0,125.0,4792,0.11,1979
DENC507868,265000.0,19808,MARSHALLTON HGTS,Red Clay Consolidated,No,Detached,0.28,1970.0,1350.0,900.0,450.0,2.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSeptic,Yes,Yes,"AluminumSiding,Brick,VinylSiding",100.0,127.3,12196,0.28,1970
DENC506164,275000.0,19808,LIMESTONE HILLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,1993.0,1980.0,1650.0,330.0,2.0,2.0,1.0,Three,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,"90ForcedAir,Central,ForcedAir",NaturalGas,None,PublicSewer,Yes,Yes,VinylSiding,22.0,130.0,3049,0.07,1993
DENC504290,269000.0,19808,BROOKDALE FARMS,Red Clay Consolidated,No,Detached,0.2,1965.0,1575.0,1575.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Asbestos,Brick",57.7,137.8,8712,0.2,1965
DENC503704,260000.0,19808,KIRKWOOD GARDENS,Red Clay Consolidated,Yes,Detached,0.22,1956.0,1997.0,1425.0,572.0,3.0,2.0,1.0,TwoandaHalf,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",55.0,159.8,9583,0.22,1956
DENC510674,315000.0,19808,SKYLINE HILLS OF,Red Clay Consolidated,No,Detached,0.31,1966.0,2325.0,2325.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,90ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",143.2,138.1,13504,0.31,1966
DENC512772,274900.0,19808,DELPARK MANOR,Red Clay Consolidated,No,Detached,0.18,1957.0,1675.0,1675.0,0.0,3.0,2.0,1.0,Three,SplitLevel,Main,No,WindowUnits,Oil,BaseboardElectric,Oil,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",66.0,112.1,7841,0.18,1957
DENC510948,275000.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,End of Row/Townhouse,0.21,1993.0,2030.0,1700.0,330.0,2.0,2.0,1.0,Three,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,"Central,ForcedAir",NaturalGas,Public,PublicSeptic,Yes,Yes,"Brick,VinylSiding",101.9,130.0,9148,0.21,1993
DENC518896,259900.0,19808,EASTBURN HEIGHTS,Red Clay Consolidated,No,Detached,0.34,1958.0,2969.0,2225.0,744.0,3.0,2.0,2.0,One,Rancher,Main,No,None,Oil,HotWater,Electric,Public,PublicSewer,Yes,No,Brick,100.0,150.0,14810,0.34,1958
DENC521652,279900.0,19808,EASTBURN ACRES,Red Clay Consolidated,No,Detached,0.36,1950.0,1500.0,1500.0,0.0,3.0,1.0,1.0,Two,CapeCod,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,No,No,VinylSiding,90.0,179.5,15682,0.36,1950
DENC521392,269900.0,19808,FAULKLAND HEIGHTS,Red Clay Consolidated,No,Detached,0.23,1960.0,2005.0,1525.0,480.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",70.2,113.0,10019,0.23,1960
DENC511652,269900.0,19808,PINECREST,Red Clay Consolidated,No,Detached,0.16,1960.0,1850.0,1550.0,300.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,"CeilingFans,CentralAC",NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Stone",65.0,110.0,6970,0.16,1960
DENC511272,269900.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.21,1963.0,1450.0,1450.0,0.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,Frame",81.7,110.0,9148,0.21,1963
DENC502628,265000.0,19808,VILLAGE OF LINDELL,Red Clay Consolidated,Yes,Detached,0.19,1984.0,1850.0,1850.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Other,HeatPumpElectricBackUp,"60PlusGallonTank,Electric",Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",62.0,106.9,8276,0.19,1984
DENC524096,254900.0,19808,ALBERTSON PARK,Red Clay Consolidated,No,Detached,0.2,1961.0,2314.0,1218.0,1096.0,3.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,81.0,110.0,8712,0.2,1961
DENC523824,265000.0,19808,PLUM RUN,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.08,1981.0,2491.0,2075.0,416.0,3.0,3.0,2.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,Electric,"ForcedAir,HeatPumps,HeatPumpElectricBackUp",Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",28.5,124.0,3485,0.08,1981
DENC523226,254900.0,19808,BERKSHIRE,Red Clay Consolidated,No,End of Row/Townhouse,0.0,1990.0,0.0,0.0,0.0,3.0,2.0,2.0,OneandaHalf,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,0,0.0,1990
DENC518778,279900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,1981.0,2975.0,2450.0,525.0,3.0,3.0,2.0,Four,Contemporary,"Lower1,Main,Upper1,Upper2",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,"Brick,Frame",24.0,125.0,3049,0.07,1981
DENC517436,259900.0,19808,EASTBURN ACRES,Red Clay Consolidated,Yes,Detached,0.17,1960.0,1925.0,1311.0,614.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick",64.3,110.0,7405,0.17,1960
DENC505656,265000.0,19808,WOODMILL VILLAGE,Red Clay Consolidated,Yes,Detached,0.18,1987.0,1650.0,1650.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Private,PublicSewer,No,Yes,"AluminumSiding,VinylSiding",84.0,116.0,7841,0.18,1987
DENC505228,275000.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.23,1954.0,2904.0,1450.0,1454.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,Oil,HeatPumpElectricBackUp,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Concrete",60.4,129.0,10018,0.23,1954
DENC504912,270000.0,19808,EASTBURN ACRES,Red Clay Consolidated,No,Detached,0.2,1960.0,2539.0,1925.0,614.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,67.2,110.0,8712,0.2,1960
DENC500810,264900.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.2,1956.0,2508.0,2125.0,383.0,3.0,3.0,2.0,Two,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,Central,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Stucco,VinylSiding",80.0,110.0,8712,0.2,1956
DENC517760,250000.0,19808,LIMESTONE ACRES,Red Clay Consolidated,Yes,Detached,0.38,1953.0,1184.0,1184.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,Oil,HotWater,Oil,Public,PublicSewer,Yes,No,Brick,70.2,193.3,16553,0.38,1953
DENC523028,265000.0,19808,KIRKWOOD GARDENS,Red Clay Consolidated,No,Detached,0.2,1956.0,1250.0,1250.0,0.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,Electric,HotWater,Electric,Public,PublicSewer,No,No,VinylSiding,57.0,140.0,8712,0.2,1956
DENC516974,272500.0,19808,EASTBURN ACRES,Red Clay Consolidated,No,Detached,0.2,1960.0,2269.0,1700.0,569.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,75.7,110.0,8712,0.2,1960
DENC520688,260000.0,19808,COOPER FARMS,Red Clay Consolidated,No,Detached,0.25,1953.0,1425.0,1425.0,0.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,Oil,90ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Brick,80.0,143.4,10890,0.25,1953
DENC518402,274900.0,19808,EASTBURN ACRES,Red Clay Consolidated,No,Detached,0.17,1960.0,2539.0,1925.0,614.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,"CeilingFans,CentralAC,WholeHouseFan",NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Asbestos,65.0,127.6,7405,0.17,1960
DENC517478,260000.0,19808,PINECREST,Red Clay Consolidated,No,Detached,0.16,1960.0,1850.0,1550.0,300.0,3.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NatGasAvail,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Asbestos,Brick,Stone",65.0,110.0,6970,0.16,1960
DENC504088,279000.0,19808,DELPARK MANOR,Red Clay Consolidated,No,Detached,0.16,1957.0,1675.0,1675.0,0.0,3.0,2.0,1.0,Two,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,Electric,"ForcedAir,HeatPumpElectricBackUp",Electric,Public,PublicSewer,Yes,Yes,"Brick,Tile,VinylSiding",64.3,110.2,6970,0.16,1957
DENC502162,274900.0,19808,MAPLECREST,Red Clay Consolidated,No,Detached,0.16,1963.0,2450.0,1250.0,1200.0,3.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,VinylSiding",65.0,105.0,6969,0.16,1963
DENC518502,275000.0,19808,DELPARK MANOR,Red Clay Consolidated,No,Detached,0.23,1957.0,1698.0,1425.0,273.0,3.0,2.0,1.0,Two,"Bilevel,SplitLevel","Lower1,Main,Upper1",Yes,CentralAC,Oil,BaseboardHotWater,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",78.3,142.0,10019,0.23,1957
DENC503514,282000.0,19808,PLUM RUN,Red Clay Consolidated,No,End of Row/Townhouse,0.1,1975.0,2400.0,1718.0,682.0,3.0,3.0,2.0,Three,Other,"Lower1,Main,Upper1",Yes,CentralAC,PropaneLeased,ForcedAir,Other,Public,PublicSewer,Yes,No,Brick,41.4,119.1,4356,0.1,1975
DENC505550,287000.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,1993.0,1850.0,1850.0,0.0,3.0,3.0,2.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",22.0,130.6,3049,0.07,1993
DENC502730,279900.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,End of Row/Townhouse,0.1,1993.0,1700.0,1700.0,0.0,3.0,3.0,2.0,Three,Colonial,"Lower1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,"AluminumSiding,Brick",35.0,125.0,4356,0.1,1993
DENC523610,259900.0,19808,CAPITAL TR FMS,Red Clay Consolidated,No,Detached,0.16,1956.0,1856.0,1325.0,531.0,3.0,2.0,1.0,One,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick",68.7,116.6,6970,0.16,1956
DENC506182,279000.0,19808,ENGLISH CREEK,Red Clay Consolidated,No,Detached,0.15,1992.0,1800.0,1800.0,0.0,3.0,3.0,2.0,Two,Contemporary,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,"Central,ForcedAir",Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",60.3,112.3,6534,0.15,1992
DENC522770,300000.0,19808,BERKSHIRE LIMESTON,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.0,1993.0,2330.0,1290.0,1040.0,3.0,3.0,3.0,Two,Other,"Lower1,Main",Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",0.0,0.0,0,0.0,1993
DENC512964,279000.0,19808,LIMESTONE ACRES,Red Clay Consolidated,Yes,Detached,0.31,1953.0,1678.0,1678.0,0.0,4.0,2.0,1.0,OneandaHalf,CapeCod,"Main,Upper1",No,"CeilingFans,WallUnit",Oil,BaseboardHotWater,Oil,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",73.4,136.7,13504,0.31,1953
DENC510870,274900.0,19808,MEADOWOOD,Red Clay Consolidated,No,Detached,0.46,1960.0,1925.0,1450.0,475.0,3.0,3.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,Oil,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,0.0,0.0,20038,0.46,1960
DENC504250,269999.0,19808,VILLAGE OF LINDELL,Red Clay Consolidated,No,Detached,0.15,1986.0,1750.0,1750.0,0.0,3.0,3.0,2.0,Two,Colonial,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",65.0,100.0,6534,0.15,1986
DENC502846,279900.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1994.0,1750.0,1550.0,200.0,2.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",20.1,127.2,2614,0.06,1994
DENC519984,259500.0,19808,COOPER FARMS,Red Clay Consolidated,No,Detached,0.32,1950.0,1300.0,1300.0,0.0,3.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,"Electric,Oil",ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",85.8,164.3,13939,0.32,1950
