MLSNumber,Address,Status,Sold_Price,Sold_Price_less_Concession,Orig_List_Price,Current_List_Price,Days_on_Market,Previous_Days_on_Market,ListDate,StatusDate,Agreement_of_Sale_Date,SettledDate,Concessions_YN,Concessions_Remarks,SellerConcessionsAmount,FinalFinancing
DENC505228,4530 Shady Dr,Closed,270000.0,270000.0,275000.0,275000.0,1.0,1.0,2020-07-16,2020-08-17,2020-07-16,2020-08-17,No,,0.0,Conventional
DENC505072,141 Steven Ln,Closed,270000.0,270000.0,270000.0,270000.0,0.0,0.0,2020-07-17,2020-08-15,2020-07-17,2020-08-14,No,,0.0,Conventional
DENC504912,2008 Lynch Dr,Closed,270000.0,270000.0,270000.0,270000.0,8.0,8.0,2020-07-16,2020-09-29,2020-08-12,2020-09-29,No,,0.0,Cash
DENC500810,37 Whitehall Cir,Closed,270000.0,270000.0,264900.0,264900.0,2.0,2.0,2020-05-08,2020-06-19,2020-05-09,2020-06-19,No,None,0.0,Conventional
DENC517760,4657 Bailey Dr,Closed,271000.0,271000.0,250000.0,271000.0,4.0,4.0,2020-12-08,2021-01-29,2020-12-11,2021-01-29,No,,0.0,FHA
DENC523028,2470 Hammond Pl,Closed,272000.0,272000.0,265000.0,272000.0,6.0,6.0,2021-03-28,2021-05-03,2021-04-02,2021-05-03,No,,0.0,Conventional
DENC516974,1 Marta Drive,Closed,272500.0,272500.0,272500.0,272500.0,6.0,6.0,2020-11-18,2021-01-08,2020-11-23,2021-01-08,No,,0.0,FHA
DENC499614,538 Southampton Ln,Closed,274900.0,264900.0,279000.0,274900.0,45.0,45.0,2020-04-13,2020-06-30,2020-05-27,2020-06-30,Yes,,10000.0,Conventional
DENC520688,5 Dartmouth Rd,Closed,275000.0,275000.0,260000.0,275000.0,5.0,5.0,2021-02-12,2021-04-02,2021-02-22,2021-04-02,No,,0.0,FHA
DENC518402,18 E Marta Dr,Closed,275000.0,273900.0,274900.0,274900.0,8.0,8.0,2020-12-21,2021-01-27,2020-12-22,2021-01-27,Yes,,1100.0,Conventional
DENC517478,2214 Wyncote Dr,Closed,275000.0,273700.0,260000.0,260000.0,7.0,7.0,2020-12-01,2021-01-13,2020-12-04,2021-01-12,Yes,,1300.0,Conventional
DENC504088,2132 Barr Rd,Closed,275000.0,275000.0,279000.0,279000.0,16.0,16.0,2020-06-29,2020-08-17,2020-07-13,2020-08-17,No,,0.0,Conventional
DENC502162,2437 W Eric Dr,Closed,275000.0,275000.0,274900.0,274900.0,3.0,3.0,2020-05-28,2020-07-01,2020-05-30,2020-06-30,No,,0.0,Conventional
DENC518502,13 Byrd Ct,Closed,276000.0,272000.0,275000.0,275000.0,5.0,5.0,2021-01-05,2021-02-17,2021-01-09,2021-02-12,Yes,,4000.0,Conventional
DENC503514,4804 Hogan Dr,Closed,276000.0,276000.0,282000.0,282000.0,12.0,12.0,2020-06-26,2020-08-17,2020-06-30,2020-08-14,No,,0.0,VA
DENC505550,195 Steven Ln,Closed,277000.0,277000.0,287000.0,287000.0,19.0,19.0,2020-07-24,2020-09-30,2020-08-11,2020-09-30,No,,0.0,FHA
DENC502730,147 Steven Ln,Closed,277000.0,276850.0,279900.0,279900.0,3.0,3.0,2020-06-08,2020-08-03,2020-06-09,2020-07-24,Yes,,150.0,Cash
DENC523610,8 Center Cir,Closed,278000.0,278000.0,259900.0,279900.0,5.0,5.0,2021-04-01,2021-05-08,2021-04-05,2021-05-07,No,,0.0,Conventional
DENC506182,320 Nicholas Ct,Closed,279000.0,270630.0,279000.0,279000.0,6.0,6.0,2020-07-29,2020-09-08,2020-08-03,2020-09-08,Yes,,8370.0,Conventional
DENC522770,1308 Braken Ave,Closed,280000.0,280000.0,300000.0,279900.0,14.0,14.0,2021-03-25,2021-05-24,2021-04-15,2021-05-24,No,,0.0,Cash
DENC519970,3208 Charing Cross,Closed,280000.0,280000.0,250000.0,250000.0,4.0,4.0,2021-01-26,2021-03-29,2021-01-29,2021-03-29,No,,0.0,Conventional
DENC512964,4622 Bailey Dr,Closed,280000.0,280000.0,279000.0,279000.0,4.0,4.0,2020-11-13,2021-01-19,2020-11-16,2021-01-15,No,,0.0,Conventional
DENC510870,2603 Pike Creek Rd,Closed,280000.0,280000.0,274900.0,274900.0,5.0,5.0,2020-10-06,2020-11-12,2020-10-11,2020-11-12,No,,0.0,Conventional
DENC504250,2308 Saint Francis St,Closed,280000.0,280000.0,269999.0,280000.0,3.0,3.0,2020-07-01,2020-08-14,2020-07-04,2020-08-14,No,,0.0,Conventional
DENC502846,518 Southampton Ln,Closed,280000.0,278500.0,279900.0,279900.0,2.0,2.0,2020-06-10,2020-07-15,2020-06-11,2020-07-15,Yes,,1500.0,Conventional
DENC501718,2106 Nicholby Dr,Closed,280000.0,271600.0,280000.0,280000.0,1.0,1.0,2020-05-21,2020-06-12,2020-05-21,2020-06-12,Yes,,8400.0,Conventional
DENC501514,44 Yearsley Dr,Closed,280000.0,280000.0,275000.0,275000.0,2.0,2.0,2020-05-18,2020-06-26,2020-05-18,2020-06-25,No,,0.0,Cash
DENC519984,2504 Duncan Rd,Closed,281500.0,281500.0,259500.0,282000.0,5.0,5.0,2021-01-28,2021-03-21,2021-02-01,2021-03-18,No,,0.0,Conventional
DENC517904,2117 Armour Dr,Closed,282000.0,282000.0,277000.0,282000.0,3.0,16.0,2020-12-28,2021-02-05,2020-12-30,2021-02-05,No,,0.0,Conventional
DENC524594,9 St Thomas Ct,Closed,283000.0,283000.0,289900.0,289900.0,7.0,7.0,2021-04-16,2021-05-25,2021-04-21,2021-05-25,No,,0.0,FHA
DENC509496,627 Dandenog Dr,Closed,283000.0,283000.0,295000.0,285000.0,54.0,54.0,2020-09-19,2020-12-16,2020-11-11,2020-12-15,No,,0.0,Cash
DENC511076,1910 E Zabenko Dr,Closed,284900.0,284900.0,284900.0,284900.0,4.0,4.0,2020-10-14,2020-12-01,2020-10-17,2020-11-30,No,,0.0,Conventional
DENC505436,2513 Emerson Dr,Closed,284900.0,284900.0,294900.0,284900.0,35.0,35.0,2020-07-24,2020-10-30,2020-09-23,2020-10-30,No,,0.0,FHA
DENC524090,2511 Dean Dr,Closed,285000.0,285000.0,270000.0,285000.0,3.0,3.0,2021-04-09,2021-05-23,2021-04-11,2021-05-20,No,,0.0,Cash
DENC523110,2709 Skylark Rd,Closed,285000.0,285000.0,264900.0,294900.0,4.0,4.0,2021-03-26,2021-04-30,2021-03-29,2021-04-30,No,,0.0,Conventional
DENC522916,10 Dorking Ct,Closed,285000.0,285000.0,275000.0,275000.0,5.0,5.0,2021-04-02,2021-05-04,2021-04-05,2021-05-03,No,,0.0,Cash
DENC518266,2607 Baxter Dr,Closed,285000.0,285000.0,300000.0,289900.0,9.0,9.0,2020-12-21,2021-02-19,2020-12-29,2021-02-19,No,,0.0,Conventional
DENC517110,4408 Old Capitol Trl,Closed,285000.0,285000.0,269900.0,269900.0,4.0,4.0,2020-11-20,2020-12-31,2020-11-23,2020-12-31,No,,0.0,Conventional
DENC511138,135 Steven Ln,Closed,285000.0,285000.0,282900.0,282900.0,1.0,1.0,2020-10-17,2020-11-16,2020-10-17,2020-11-16,No,,0.0,Cash
DENC505628,5801 Stone Pine Rd,Closed,285000.0,285000.0,289900.0,289900.0,1.0,1.0,2020-07-22,2020-09-24,2020-07-22,2020-09-24,No,,0.0,Conventional
DENC502176,2420 Owen Dr,Closed,285000.0,285000.0,269999.0,289999.0,4.0,4.0,2020-05-29,2020-07-01,2020-05-31,2020-06-30,No,,0.0,Conventional
DENC500720,2708 Barnsley Rd,Closed,285000.0,280000.0,285000.0,285000.0,12.0,12.0,2020-05-07,2020-06-22,2020-05-17,2020-06-19,Yes,,5000.0,FHA
DENC499182,4806 Hogan Dr,Closed,285000.0,285000.0,289900.0,289900.0,15.0,15.0,2020-04-02,2020-06-19,2020-05-07,2020-06-19,No,,0.0,FHA
DENC505202,2128 Nicholby Dr,Closed,286000.0,286000.0,290000.0,290000.0,1.0,1.0,2020-07-13,2020-09-25,2020-07-14,2020-09-23,No,,0.0,Conventional
DENC503196,2422 Owen Dr,Closed,287000.0,278000.0,275000.0,275000.0,5.0,5.0,2020-06-19,2020-07-31,2020-06-23,2020-07-30,Yes,,9000.0,FHA
DENC498416,990 Glackens Ln,Closed,287000.0,282000.0,309900.0,287000.0,77.0,77.0,2020-03-20,2020-07-10,2020-06-04,2020-07-10,Yes,Seller reduced the price by $5K to account for polybutene piping,5000.0,Conventional
DENC500842,2413 E Parris Dr,Closed,287500.0,287500.0,300000.0,300000.0,59.0,59.0,2020-05-12,2020-09-19,2020-07-01,2020-08-14,No,,0.0,VA
DENC512366,5522 Doral Dr,Closed,289000.0,289000.0,289000.0,289000.0,7.0,7.0,2020-11-01,2021-01-06,2020-12-18,2020-12-31,No,,0.0,Cash
DENC512294,5420 Pinehurst Dr,Closed,289000.0,284000.0,284000.0,290000.0,6.0,6.0,2020-11-02,2020-12-23,2020-11-06,2020-12-22,Yes,,5000.0,FHA
DENC510346,2410 Darnay Ln,Closed,289900.0,289900.0,289900.0,289900.0,5.0,5.0,2020-10-01,2020-12-19,2020-10-05,2020-12-18,Yes,,0.0,Conventional
DENC505732,2207 W Saint Joseph St,Closed,289900.0,289900.0,279900.0,279900.0,6.0,6.0,2020-07-30,2020-09-18,2020-07-31,2020-09-18,No,,0.0,Conventional
DENC524416,2619 Salem Dr,Closed,290000.0,286125.0,285000.0,285000.0,8.0,8.0,2021-04-26,2021-05-28,2021-05-02,2021-05-28,Yes,,3875.0,FHA
DENC517144,2629 Crossgates Dr,Closed,290000.0,290000.0,305000.0,305000.0,1.0,1.0,2021-02-05,2021-03-17,2021-02-06,2021-03-17,No,,0.0,Conventional
DENC519976,2213 E Huntington Dr,Closed,290000.0,290000.0,285000.0,301000.0,10.0,10.0,2021-02-19,2021-03-30,2021-02-28,2021-03-30,No,,0.0,Conventional
DENC518648,4820 Plum Run Ct,Closed,290000.0,290000.0,279000.0,279000.0,7.0,7.0,2020-12-28,2021-02-05,2021-01-01,2021-02-05,No,,0.0,Conventional
DENC517224,2105 Saint Francis St,Closed,290000.0,290000.0,289000.0,289000.0,5.0,5.0,2020-11-26,2021-01-08,2020-12-01,2021-01-07,No,,0.0,Conventional
DENC510956,173 Steven Ln,Closed,290000.0,290000.0,277000.0,277000.0,4.0,4.0,2020-10-08,2020-12-15,2020-10-12,2020-12-15,No,,0.0,Conventional
DENC507596,2721 Pickering Rd,Closed,290000.0,285000.0,289000.0,294900.0,11.0,11.0,2020-08-24,2020-10-22,2020-09-14,2020-10-16,No,,5000.0,Conventional
DENC506354,16 Carsdale Ct,Closed,290000.0,284000.0,300000.0,300000.0,8.0,8.0,2020-07-31,2020-09-17,2020-08-07,2020-09-16,Yes,,6000.0,FHA
DENC507960,2611 Fogg Ln,Closed,290500.0,290500.0,289900.0,289900.0,6.0,6.0,2020-09-10,2020-10-07,2020-09-15,2020-10-07,No,,0.0,Conventional
DENC506106,4641 Griffin Dr,Closed,290500.0,280500.0,285500.0,285500.0,3.0,3.0,2020-07-29,2020-09-18,2020-07-31,2020-09-17,Yes,,10000.0,Conventional
DENC517092,433 Woodstock Ln,Closed,292000.0,292000.0,299900.0,299900.0,2.0,2.0,2020-11-20,2021-01-15,2020-11-21,2021-01-15,No,,0.0,Conventional
DENC506082,5541 Doral Dr,Closed,292000.0,289500.0,289000.0,296000.0,9.0,9.0,2020-07-28,2020-09-26,2020-08-04,2020-09-25,Yes,,2500.0,FHA
DENC503140,2619 Turnstone Dr,Closed,292000.0,292000.0,279000.0,290000.0,10.0,10.0,2020-06-17,2020-08-20,2020-07-20,2020-08-19,No,,0.0,Conventional
DENC518576,827 N Waterford Ln,Closed,292500.0,292500.0,292500.0,292500.0,15.0,15.0,2020-12-29,2021-03-11,2021-01-11,2021-03-11,No,,0.0,Conventional
DENC509652,858 N Waterford Ln,Closed,292800.0,292800.0,299900.0,299900.0,11.0,11.0,2020-11-13,2021-01-15,2020-11-25,2021-01-15,No,,0.0,Conventional
DENC505574,2602 Sheen Rd,Closed,293000.0,293000.0,285000.0,285000.0,2.0,2.0,2020-07-24,2020-08-25,2020-07-25,2020-08-25,No,,0.0,Conventional
DENC519422,5305 Pinehurst Dr,Closed,295000.0,294250.0,289900.0,289900.0,6.0,6.0,2021-03-11,2021-04-23,2021-03-16,2021-04-23,Yes,,750.0,Conventional
DENC2000008,135 Attic Ct,Closed,295000.0,295000.0,300000.0,295000.0,5.0,5.0,2021-03-04,2021-04-14,2021-03-08,2021-04-14,No,,0.0,Conventional
DENC519006,19 Alcott Dr,Closed,295000.0,295000.0,274900.0,274900.0,3.0,3.0,2021-01-08,2021-02-26,2021-01-10,2021-02-23,No,,0.0,Conventional
DENC518928,4853 Plum Run Ct,Closed,295000.0,295000.0,315000.0,299900.0,10.0,10.0,2021-01-05,2021-02-22,2021-01-13,2021-02-22,No,,0.0,Conventional
DENC517832,852 N Waterford Ln,Closed,295000.0,295000.0,310000.0,305000.0,15.0,15.0,2020-12-07,2021-02-13,2020-12-21,2021-02-12,No,,0.0,Conventional
DENC516870,825 N Waterford Ln,Closed,295000.0,295000.0,295000.0,297500.0,3.0,3.0,2020-11-16,2021-01-08,2020-11-18,2021-01-08,No,,0.0,Conventional
DENC510592,1102 McKennans Church Rd,Closed,295000.0,295000.0,279000.0,295000.0,5.0,5.0,2020-10-07,2020-11-16,2020-10-11,2020-11-13,No,,0.0,Conventional
DENC507962,204 Cayman Ct,Closed,295000.0,285050.0,295000.0,295000.0,18.0,18.0,2020-08-28,2020-10-15,2020-09-10,2020-10-15,Yes,,9950.0,Conventional
DENC503838,2719 Bardell Dr,Closed,295000.0,295000.0,274900.0,274900.0,2.0,2.0,2020-06-27,2020-08-01,2020-06-27,2020-07-31,No,,0.0,Conventional
DENC502576,2625 Whitman Dr,Closed,295000.0,295000.0,270000.0,295000.0,2.0,2.0,2020-06-05,2020-07-11,2020-06-06,2020-07-09,No,,0.0,VA
DENC501818,6010 Madeline Dr,Closed,295000.0,295000.0,289000.0,295000.0,8.0,8.0,2020-05-31,2020-08-31,2020-07-12,2020-08-28,No,,0.0,Conventional
DENC499946,4 Carsdale Ct,Closed,295000.0,293000.0,295000.0,295000.0,2.0,2.0,2020-05-02,2020-06-13,2020-05-03,2020-06-12,Yes,,2000.0,Conventional
DENC499496,2 Kathlyn Ct,Closed,295000.0,295000.0,309000.0,299000.0,23.0,23.0,2020-04-19,2020-06-15,2020-05-25,2020-06-15,No,,0.0,Cash
DENC512908,8 Barbara Pl,Closed,295500.0,295500.0,299999.0,295000.0,14.0,14.0,2020-11-11,2021-01-11,2020-11-24,2021-01-11,No,,0.0,Conventional
DENC524400,2104 Nicholby Dr,Closed,296000.0,296000.0,280000.0,280000.0,6.0,6.0,2021-04-14,2021-05-24,2021-04-19,2021-05-20,No,,0.0,Conventional
DENC512998,2129 Armour Dr,Closed,297000.0,288090.0,297000.0,297000.0,4.0,4.0,2020-11-10,2020-12-14,2020-11-14,2020-12-14,Yes,,8910.0,Conventional
DENC506428,244 Cayman Ct,Closed,297500.0,294500.0,297500.0,297500.0,14.0,14.0,2020-08-08,2020-11-19,2020-08-21,2020-11-19,Yes,Sellers Assist,3000.0,Conventional
DENC502800,618 Dandenog Dr,Closed,298000.0,286080.0,295000.0,298000.0,42.0,42.0,2020-06-11,2020-10-29,2020-07-25,2020-10-29,Yes,Settlement Help,11920.0,FHA
DENC521390,841 N Waterford Ln,Closed,299000.0,299000.0,289900.0,300000.0,7.0,7.0,2021-02-25,2021-04-16,2021-03-01,2021-04-16,No,,0.0,Conventional
DENC513252,4814 Old Capitol Trl,Closed,299000.0,299000.0,299000.0,299000.0,56.0,56.0,2020-11-13,2021-03-01,2021-01-17,2021-02-23,No,,0.0,FHA
DENC500654,10 Oaknoll Rd,Closed,299000.0,281060.0,299900.0,299900.0,26.0,56.0,2020-05-05,2020-06-22,2020-05-30,2020-06-16,Yes,,17940.0,FHA
DENC496226,2631 W Robino Dr,Closed,299500.0,284746.0,289900.0,289900.0,64.0,64.0,2020-03-03,2020-06-13,2020-05-12,2020-06-12,Yes,,14754.0,FHA203b
DENC507704,2603 Drayton Dr,Closed,299900.0,293902.0,299900.0,299900.0,8.0,8.0,2020-08-21,2020-10-19,2020-08-27,2020-10-19,Yes,,5998.0,Conventional
DENC505214,2509 Braken Ave,Closed,299900.0,299900.0,299900.0,305000.0,4.0,4.0,2020-07-24,2020-10-12,2020-09-04,2020-10-09,No,,0.0,Conventional
DENC500974,3703 Wild Cherry Ln,Closed,299900.0,299900.0,299900.0,299900.0,4.0,4.0,2020-05-11,2020-08-03,2020-05-13,2020-08-03,No,,0.0,FHA
DENC497416,114 Somerset Rd,Closed,299900.0,294150.0,309900.0,299900.0,78.0,78.0,2020-03-17,2020-07-31,2020-06-01,2020-07-17,Yes,,5750.0,FHA
DENC525138,4515 Hendry Ave,Closed,300000.0,289478.0,299900.0,299900.0,5.0,5.0,2021-04-23,2021-05-28,2021-04-27,2021-05-28,Yes,,10522.0,FHA
DENC524362,5509 Doral Dr,Closed,300000.0,300000.0,289500.0,289500.0,9.0,9.0,2021-04-20,2021-05-28,2021-04-24,2021-05-28,No,,0.0,Conventional
DENC521710,3722 Wild Cherry Ln,Closed,300000.0,286793.0,299900.0,300000.0,3.0,3.0,2021-03-03,2021-04-30,2021-03-05,2021-04-13,Yes,REPAIR CREDIT,13207.0,Cash
DENC517082,1913 S Woodmill Dr,Closed,300000.0,300000.0,279900.0,279900.0,4.0,4.0,2020-12-15,2021-02-05,2020-12-18,2021-02-05,No,,0.0,FHA
DENC512102,1215 Highgate Rd,Closed,300000.0,293000.0,315000.0,305000.0,81.0,81.0,2020-10-28,2021-03-05,2021-01-15,2021-03-04,Yes,,7000.0,FHA
DENC509098,43 Marta Dr,Closed,300000.0,300000.0,299789.0,299789.0,6.0,6.0,2020-10-23,2020-12-02,2020-10-28,2020-12-02,No,,0.0,Conventional
DENC510764,6002 Madeline Dr,Closed,300000.0,287000.0,289900.0,300000.0,5.0,5.0,2020-10-07,2020-11-21,2020-10-11,2020-11-19,Yes,Roof replacement,13000.0,FHA
DENC507634,2215 E Huntington Dr,Closed,300000.0,300000.0,279900.0,299900.0,5.0,5.0,2020-08-20,2020-10-02,2020-08-24,2020-09-29,No,,0.0,FHA
DENC506536,457 Woodstock Ln,Closed,300000.0,300000.0,310000.0,310000.0,24.0,24.0,2020-08-07,2020-10-30,2020-09-11,2020-10-30,No,,0.0,Conventional
DENC504522,715 Haddon Rd,Closed,300000.0,294000.0,305000.0,305000.0,14.0,14.0,2020-07-08,2020-09-25,2020-07-21,2020-09-25,Yes,Credit,6000.0,Conventional
DENC502788,2613 Belaire Dr,Closed,300000.0,291000.0,289900.0,289900.0,3.0,3.0,2020-06-08,2020-07-14,2020-06-10,2020-07-14,Yes,,9000.0,Conventional
DENC501498,725 Dorcaster Dr,Closed,300000.0,300000.0,289900.0,289900.0,8.0,8.0,2020-05-21,2020-07-03,2020-05-28,2020-06-30,No,,0.0,Cash
DENC499030,4612 Pickwick Dr,Closed,300000.0,295000.0,304900.0,304900.0,32.0,58.0,2020-03-31,2020-06-26,2020-04-28,2020-06-12,Yes,,5000.0,Conventional
DENC502940,2415 McCawber Dr,Closed,301151.0,301151.0,295000.0,295000.0,3.0,3.0,2020-06-13,2020-07-22,2020-06-15,2020-07-22,No,,0.0,Cash
DENC521810,2010 Carol Dr,Closed,301500.0,301500.0,305000.0,305000.0,1.0,1.0,2021-03-03,2021-05-09,2021-03-04,2021-05-04,No,,0.0,Conventional
DENC520754,4826 Hogan Dr,Closed,302000.0,302000.0,275000.0,275000.0,9.0,9.0,2021-02-24,2021-04-15,2021-03-17,2021-04-09,No,,0.0,Conventional
DENC501704,2408 Calf Run Dr,Closed,303000.0,296000.0,310000.0,310000.0,5.0,5.0,2020-05-22,2020-07-14,2020-05-25,2020-07-13,Yes,,7000.0,FHA
DENC497766,224 Cayman Ct,Closed,304900.0,304900.0,304900.0,304900.0,72.0,72.0,2020-03-11,2020-07-20,2020-06-02,2020-07-17,No,,0.0,Conventional
DENC523044,2411 Nicholby Dr,Closed,305000.0,305000.0,305000.0,305000.0,6.0,6.0,2021-03-26,2021-05-10,2021-03-31,2021-05-10,No,,0.0,FHA
DENC522776,21 Alcott Dr,Closed,305000.0,301600.0,305000.0,305000.0,4.0,4.0,2021-03-21,2021-04-29,2021-03-24,2021-04-28,Yes,,3400.0,VA
DENC519188,2500 McCawber Dr,Closed,305000.0,305000.0,305000.0,305000.0,1.0,1.0,2021-01-15,2021-03-22,2021-01-15,2021-03-22,No,,0.0,Conventional
DENC517978,103 Balmore Ln,Closed,305000.0,305000.0,294900.0,294900.0,5.0,5.0,2020-12-10,2021-01-04,2020-12-13,2021-01-04,No,,0.0,Cash
DENC508818,2805 E Oakland Dr,Closed,305000.0,304775.0,285000.0,285000.0,3.0,3.0,2020-09-12,2020-10-19,2020-09-14,2020-10-19,Yes,,225.0,Cash
DENC507304,2803 Duncan Rd,Closed,305000.0,305000.0,289900.0,305000.0,6.0,6.0,2020-08-19,2020-10-02,2020-08-22,2020-10-02,No,,0.0,Conventional
DENC511574,1921 E Zabenko Dr,Closed,306000.0,306000.0,294900.0,294900.0,2.0,2.0,2020-10-19,2020-11-24,2020-10-20,2020-11-24,No,,0.0,Conventional
DENC500210,2601 Lamper Ln,Closed,307000.0,307000.0,295000.0,295000.0,3.0,3.0,2020-04-27,2020-06-10,2020-04-29,2020-06-10,No,,0.0,Conventional
DENC511328,232 Sloan Ct,Closed,308000.0,308000.0,315000.0,315000.0,2.0,2.0,2020-10-18,2020-12-11,2020-10-19,2020-12-07,No,,0.0,Conventional
DENC518708,2208 Saint Francis St,Closed,308500.0,308500.0,305900.0,305900.0,2.0,2.0,2021-01-01,2021-02-09,2021-01-02,2021-02-09,No,,0.0,Conventional
DENC496572,134 Monet Cir,Closed,309000.0,309000.0,313000.0,309000.0,56.0,56.0,2020-03-06,2020-06-30,2020-05-04,2020-06-30,No,,0.0,Conventional
DENC523842,3 Dorking Ct,Closed,309700.0,309700.0,294900.0,316000.0,5.0,5.0,2021-04-09,2021-05-14,2021-04-13,2021-05-14,No,,0.0,Conventional
DENC507774,143 Shinn Cir,Closed,309750.0,309750.0,309000.0,309000.0,3.0,3.0,2020-08-26,2020-10-16,2020-08-28,2020-10-08,No,,0.0,Cash
DENC518296,316 Nicholas Ct,Closed,310000.0,310000.0,289900.0,289900.0,6.0,6.0,2021-01-06,2021-02-04,2021-01-11,2021-02-03,No,,0.0,Cash
DENC511730,1108 Milltown Rd,Closed,310000.0,310000.0,324900.0,324900.0,22.0,22.0,2020-10-21,2020-12-21,2020-11-10,2020-12-18,No,,0.0,Conventional
DENC509676,2500 Emerson Dr,Closed,310000.0,310000.0,310000.0,310000.0,7.0,7.0,2020-09-22,2020-10-29,2020-09-28,2020-10-28,No,,0.0,Conventional
DENC507104,2119 Armour Dr,Closed,310000.0,310000.0,310000.0,310000.0,1.0,1.0,2020-08-14,2020-09-17,2020-08-14,2020-09-15,No,,0.0,Conventional
DENC506254,2104 Ferguson Dr,Closed,310000.0,309050.0,285000.0,310000.0,4.0,4.0,2020-07-31,2020-09-17,2020-08-02,2020-09-17,Yes,,950.0,FHA
DENC503780,1222 Arundel Dr,Closed,310000.0,295975.0,309900.0,309900.0,12.0,12.0,2020-06-24,2020-08-29,2020-07-03,2020-08-25,Yes,,14025.0,FHA
DENC502518,2607 Whittier Pl,Closed,310100.0,310100.0,290850.0,310100.0,4.0,4.0,2020-06-13,2020-07-24,2020-06-15,2020-07-24,No,,0.0,Conventional
DENC518548,14 Whistler Ct,Closed,312000.0,312000.0,319900.0,319900.0,5.0,5.0,2020-12-30,2021-03-02,2021-01-03,2021-03-01,No,,0.0,Conventional
DENC509800,2634 Belaire Dr,Closed,312000.0,312000.0,339900.0,329900.0,5.0,5.0,2020-09-24,2020-11-30,2020-09-29,2020-11-23,No,,0.0,Conventional
DENC501278,344 S Waterford Ln,Closed,312500.0,311471.0,300000.0,300000.0,3.0,3.0,2020-05-19,2020-07-16,2020-05-21,2020-07-15,Yes,,1029.0,Conventional
DENC498746,11 Yale Rd,Closed,313000.0,300747.0,324900.0,323900.0,44.0,44.0,2020-03-25,2020-06-10,2020-05-06,2020-06-10,Yes,,12253.0,FHA
DENC500706,2652 Longfellow Dr,Closed,313500.0,313000.0,320000.0,320000.0,6.0,6.0,2020-05-08,2020-06-29,2020-05-13,2020-06-19,Yes,,500.0,Conventional
DENC511232,2158 Elder Dr,Closed,315000.0,315000.0,325000.0,310000.0,8.0,8.0,2020-10-20,2020-12-09,2020-10-27,2020-12-09,No,,0.0,Conventional
DENC507480,2404 Calf Run Dr,Closed,315000.0,315000.0,315000.0,315000.0,2.0,2.0,2020-09-09,2020-10-29,2020-09-14,2020-10-29,No,,0.0,Conventional
DENC507498,2628 Sherwood Dr,Closed,315000.0,315000.0,290000.0,315000.0,7.0,7.0,2020-08-19,2020-09-25,2020-08-21,2020-09-25,No,,0.0,FHA
DENC503930,2705 E Riding Dr,Closed,315000.0,315000.0,299999.0,299999.0,4.0,4.0,2020-06-25,2020-08-10,2020-06-28,2020-08-10,No,,0.0,Conventional
DENC501876,2644 Grendon Dr,Closed,315000.0,315000.0,299900.0,299900.0,4.0,4.0,2020-05-27,2020-07-08,2020-05-30,2020-07-08,No,,0.0,Conventional
DENC500286,2627 Drayton Dr,Closed,315000.0,310000.0,310000.0,310000.0,1.0,1.0,2020-04-28,2020-06-01,2020-04-28,2020-06-01,Yes,,5000.0,FHA
DENC498370,2602 Longfellow Dr,Closed,315000.0,315000.0,305000.0,315000.0,40.0,40.0,2020-03-19,2020-07-22,2020-06-21,2020-07-22,No,,0.0,Conventional
DENC522838,5467 Doral Dr,Closed,315900.0,315900.0,324900.0,315900.0,10.0,10.0,2021-03-21,2021-05-11,2021-03-30,2021-05-10,No,,0.0,Conventional
DENC523404,902 N Waterford Ln,Closed,316750.0,312775.0,300000.0,300000.0,5.0,5.0,2021-04-08,2021-05-03,2021-04-12,2021-05-03,Yes,Credit,3975.0,Cash
DENC519394,4900 Plum Run Ct,Closed,319000.0,319000.0,309900.0,319000.0,14.0,14.0,2021-01-16,2021-03-26,2021-02-19,2021-03-26,No,,0.0,Conventional
DENC504304,2403 Belford Dr,Closed,319900.0,318900.0,319900.0,319900.0,3.0,3.0,2020-07-01,2020-08-20,2020-07-03,2020-08-20,Yes,,1000.0,Conventional
DENC524666,321 Nicholas Ct,Closed,320000.0,320000.0,305000.0,305000.0,5.0,5.0,2021-04-14,2021-05-21,2021-04-20,2021-05-21,No,,0.0,Conventional
DENC520384,2712 Tanager Dr,Closed,320000.0,320000.0,299000.0,299000.0,7.0,7.0,2021-02-02,2021-03-08,2021-02-06,2021-03-05,No,,0.0,Conventional
DENC519514,1116 McKennans Church Rd,Closed,320000.0,320000.0,325000.0,325000.0,11.0,11.0,2021-01-19,2021-03-16,2021-01-29,2021-03-16,No,,0.0,FHA
DENC517732,2518 McCawber Dr,Closed,320000.0,320000.0,300000.0,300000.0,7.0,7.0,2020-12-09,2021-01-15,2020-12-15,2021-01-15,No,,0.0,Conventional
DENC511838,4869 Plum Run Ct,Closed,320000.0,320000.0,315000.0,315000.0,33.0,33.0,2020-10-22,2020-12-29,2020-11-22,2020-12-28,No,,0.0,Conventional
DENC511444,4812 Hogan Dr,Closed,320000.0,320000.0,310000.0,320000.0,6.0,6.0,2020-10-20,2020-12-04,2020-10-26,2020-12-04,No,,0.0,Conventional
DENC506122,2716 Newell Dr,Closed,320000.0,320000.0,295900.0,320000.0,4.0,4.0,2020-07-31,2020-09-04,2020-08-03,2020-09-04,No,,0.0,FHA
